model_alias,batch_size,processing_time,throughput
gpt2-124m,1,0.7000030580093153,1.429
gpt2-124m,1,0.2401117539848201,4.165
gpt2-124m,1,0.23453657599748112,4.264
gpt2-124m,1,0.23451844698865898,4.264
gpt2-124m,1,0.2330423259991221,4.291
gpt2-124m,1,0.23463164799613878,4.262
gpt2-124m,2,0.2661060499958694,7.516
gpt2-124m,2,0.26243472899659537,7.621
gpt2-124m,2,0.263502583024092,7.59
gpt2-124m,4,0.26898408998386003,14.871
gpt2-124m,4,0.26651262599625625,15.009
gpt2-124m,4,0.2685402049974073,14.895
gpt2-124m,8,0.2702494389959611,29.602
gpt2-124m,8,0.2909967229934409,27.492
gpt2-124m,8,0.2676462630042806,29.89
gpt2-124m,16,0.2870210359978955,55.745
gpt2-124m,16,0.2943754300067667,54.352
gpt2-124m,16,0.2785729879979044,57.436
gpt2-124m,32,0.2934994869865477,109.029
gpt2-124m,32,0.316942568984814,100.965
gpt2-124m,32,0.29962954300572164,106.799
gpt2-124m,64,0.32511704199714586,196.852
gpt2-124m,64,0.3259672049898654,196.339
gpt2-124m,64,0.327032639994286,195.699
gpt2-124m,128,0.4310070950014051,296.979
gpt2-124m,128,0.43158350299927406,296.582
gpt2-124m,128,0.4299587610003073,297.703
gpt2-124m,256,0.679331736988388,376.841
gpt2-124m,256,0.7138608240056783,358.613
gpt2-124m,256,0.7117115939909127,359.696
gpt2-124m,512,1.2947706030099653,395.437
gpt2-124m,512,1.2913790160091594,396.475
gpt2-124m,512,1.2967743609915487,394.826
gpt2-124m,1024,2.4511786660004873,417.758
gpt2-124m,1024,2.428178561007371,421.715
gpt2-124m,1024,2.438240764022339,419.975
