request_id,latency,batch_size,model
054faf4f,1.3224558330002765,1,gpt2-124m
42167d93,1.109289208001428,2,gpt2-124m
f4747360,0.7141675829989254,2,gpt2-124m
b7f312f8,4.516617792000034,1,gpt2medium-355m
9b311e51,5.08581837499878,3,gpt2-124m
5b6e5395,1.9097692920004192,3,gpt2-124m
6f322652,0.9358802919996378,3,gpt2-124m
adcb,0.8967920830000367,3,gpt2-124m
690d9477,5.844252208000398,3,gpt2medium-355m
6e0d9179,4.99680512499981,3,gpt2medium-355m
a4c83b3e,3.8957854580003186,3,gpt2medium-355m
ff6c,2.5954754580016015,3,gpt2medium-355m
aa0d2de3,8.514522499997838,5,distilgpt2-124m
7b858835,7.905407791000471,5,distilgpt2-124m
15b46cb3,6.947168665999925,5,distilgpt2-124m
06f56cc0,4.690869874997588,5,distilgpt2-124m
824b76bf,1.6861309999985679,5,distilgpt2-124m
b834,1.4931086659998982,5,distilgpt2-124m
c62e,1.4931053330001305,5,distilgpt2-124m
10e4,1.493102958000236,5,distilgpt2-124m
18bfde3a,4.404289667003468,2,gpt2-124m
d3641098,3.2052442080021137,2,gpt2-124m
