request_id,model,batch_size,latency,throughput
c2455851,llama3-8b,1,15.738561491947621,0.41
acb5ec92,llama3-8b,1,5.758371222997084,0.549
9c940a26,granite-7b,1,18.58053807495162,0.64
be890bd0,gemma-7b,1,35.249724071938545,0.559
a4193404,llama3-8b,1,55.42637339606881,0.556
