request_id,latency,batch_size,model
8e10449e,0.8383795000008831,2,gpt2-124m
9f5fb097,0.8289221249997354,2,gpt2-124m
fa87,0.8004964169995219,2,gpt2-124m
a255,0.800487582999267,2,gpt2-124m
85de31a6,5.810222624999369,2,gpt2medium-355m
0baff78d,5.222532750000028,2,gpt2medium-355m
480e,4.951619707999271,2,gpt2medium-355m
0b33,4.9516164579999895,2,gpt2medium-355m
36ad03ea,7.543738166999901,5,distilgpt2-124m
8b1ef93c,7.2921269580001535,5,distilgpt2-124m
71643a5c,6.558392207998622,5,distilgpt2-124m
f747aa2d,4.87886270799936,5,distilgpt2-124m
4561cd7f,2.624102416999449,5,distilgpt2-124m
d702,1.5401282080001693,5,distilgpt2-124m
7706,1.5401247079989844,5,distilgpt2-124m
2b61,1.5401226249996398,5,distilgpt2-124m
5d4179a9,8.640881499999523,7,gpt2-124m
8752d81b,8.141716665999411,7,gpt2-124m
b0ee23a8,7.087378791000447,7,gpt2-124m
0bbcc4fe,6.3560505410005135,7,gpt2-124m
56857111,5.298932666000837,7,gpt2-124m
8cfb6de0,4.399269916000776,7,gpt2-124m
c9297e1a,1.7370118329999968,7,gpt2-124m
9117,1.221617666000384,7,gpt2-124m
eac9204f,10.282223500000327,4,gpt2medium-355m
b7aeb8a5,9.456336334000298,4,gpt2medium-355m
f6060cf3,3.631021958999554,4,gpt2medium-355m
dbaca4dd,2.926189458999943,4,gpt2medium-355m
fd4900c5,2.164694667000731,1,gpt2-124m
67f6,1.0078093329993862,1,gpt2-124m
49cf,1.0078058330000204,1,gpt2-124m
adf5,1.0078036670001893,1,gpt2-124m
cd9609fb,2.6969270410008903,3,distilgpt2-124m
d1f4d7e9,1.901062875000207,3,distilgpt2-124m
6a465a70,1.2229805000006309,3,distilgpt2-124m
4ea2,0.7307989159999124,3,distilgpt2-124m
d86a3470,7.398956958999406,3,gpt2medium-355m
a111e4fb,6.5303590839994285,3,gpt2medium-355m
3ebf3c50,3.240418958999726,3,gpt2medium-355m
1a6a,2.8935329169999022,3,gpt2medium-355m
c26c834c,5.276175958000749,3,gpt2-124m
a83d5d4d,2.0835856659996352,3,gpt2-124m
a3eb8206,1.0975372080010857,3,gpt2-124m
7725,1.0475718329998926,3,gpt2-124m
0e3a4696,8.101478249998763,6,gpt2medium-355m
b6f84437,8.0256539589991,6,gpt2medium-355m
4f8c34d9,6.9142008339986205,6,gpt2medium-355m
c9ebd968,5.929794249999759,6,gpt2medium-355m
e9dada83,5.600918250000177,6,gpt2medium-355m
1926f25c,4.682110166999337,6,gpt2medium-355m
7fd4,4.185133875000247,6,gpt2medium-355m
5ac0,4.18513054199866,6,gpt2medium-355m
27326993,4.898005041999568,7,distilgpt2-124m
c5ca2db8,3.00265600000057,7,distilgpt2-124m
52bb626c,2.7428203340004984,7,distilgpt2-124m
0933af00,2.001149624999016,7,distilgpt2-124m
ba28dcd4,1.8390368750006019,7,distilgpt2-124m
b4301646,1.4000236249994487,7,distilgpt2-124m
b2a86941,1.1428972920002707,7,distilgpt2-124m
015a,0.8954348749994097,7,distilgpt2-124m
db5a9988,5.4031312499992055,4,gpt2-124m
cbaf16c6,4.874953665999783,4,gpt2-124m
ad24d830,4.861613375000161,4,gpt2-124m
ce8b308d,4.321788040999309,4,gpt2-124m
9f33f141,7.961407958000564,2,gpt2medium-355m
31b6ca0e,3.1236202500003856,2,gpt2medium-355m
d61c,2.6663092079998023,2,gpt2medium-355m
1c75,2.6663059170005,2,gpt2medium-355m
2492bdc9,3.819084249998923,3,gpt2-124m
9238f784,2.5727516249990003,3,gpt2-124m
ff1a845b,1.0011041670004488,3,gpt2-124m
895e,0.8957458749991929,3,gpt2-124m
687e941f,6.71135575000153,5,distilgpt2-124m
79f64cf8,6.363721000001533,5,distilgpt2-124m
2b29cd79,6.130166125001779,5,distilgpt2-124m
cb8ee169,2.862951000000976,5,distilgpt2-124m
01c02efb,2.2467382080012612,5,distilgpt2-124m
1e10,0.8489932920001593,5,distilgpt2-124m
6e7c,0.8489900000004127,5,distilgpt2-124m
74ca,0.8489881670011528,5,distilgpt2-124m
9f061dbd,2.278431165999791,3,gpt2-124m
75673275,2.144921625000279,3,gpt2-124m
57097e9b,1.823352250001335,3,gpt2-124m
184a,0.9554530000004888,3,gpt2-124m
