request_id,latency,batch_size,model
1366280d,0.5391401659981057,1,gpt2-124m
30d5b99f,0.0983067499983008,1,gpt2-124m
1326e312,0.381070166000427,1,gpt2-124m
f92f6e44,3.775030834000063,1,gpt2medium-355m
2d3d6c98,4.192260499999975,2,gpt2-124m
9ea5a132,1.0157243749999907,2,gpt2-124m
da47c4f9,5.109457458001998,3,gpt2medium-355m
611e7efc,4.2608951660004095,3,gpt2medium-355m
47e53e43,3.160756000001129,3,gpt2medium-355m
422c,2.754798041001777,3,gpt2medium-355m
c978f6dc,7.576125542000227,4,distilgpt2-124m
8c2b28e1,6.966829624998354,4,distilgpt2-124m
d6dde210,6.007597084000736,4,distilgpt2-124m
c56b12d6,3.7512300419984967,4,distilgpt2-124m
fdfa5441,5.0672592089977115,3,gpt2-124m
f57089a2,3.658380541997758,3,gpt2-124m
63f4f381,2.4594176249993325,3,gpt2-124m
1ed2,0.8767229999975825,3,gpt2-124m
939dab8e,2.0834499589982443,1,distilgpt2-124m
