request_id,latency,batch_size,model
5b2c87ed,0.881009291000737,1,gpt2-124m
e392,0.8100754580009379,1,gpt2-124m
cdca,0.8100632080004289,1,gpt2-124m
1439,0.8100561660012318,1,gpt2-124m
e33c1abd,5.514310791000753,1,gpt2medium-355m
eff9,4.715553458001523,1,gpt2medium-355m
411d,4.715550541000994,1,gpt2medium-355m
f821,4.7155479160010145,1,gpt2medium-355m
82d35ee8,6.430176750000101,4,gpt2-124m
001cd3b5,6.351332500000353,4,gpt2-124m
1f7dc9b6,5.874718875000326,4,gpt2-124m
b596a58f,1.1146224170006462,4,gpt2-124m
4ceae416,6.131947125000806,3,distilgpt2-124m
b90453b0,5.219300374999875,3,distilgpt2-124m
bc4b9d89,3.7822801250003977,3,distilgpt2-124m
027d,1.2496856249999837,3,distilgpt2-124m
deff5f4f,1.8534605000004376,1,gpt2-124m
0763,0.8417200830008369,1,gpt2-124m
b770,0.841716875000202,1,gpt2-124m
3f43,0.8417147910004132,1,gpt2-124m
43de84c0,8.20066795800085,3,gpt2medium-355m
9d83f885,6.929812000000311,3,gpt2medium-355m
5f7b4b5b,5.2803511660004006,3,gpt2medium-355m
d6a8,2.8808160410007986,3,gpt2medium-355m
ce48a683,3.609429915999499,2,gpt2-124m
12eeb279,1.8117308330001833,2,gpt2-124m
320f,0.8792529580005066,2,gpt2-124m
b796,0.8792498330003582,2,gpt2-124m
5262e7c9,6.429258084001049,2,distilgpt2-124m
21dc0b56,1.9248656670006312,2,distilgpt2-124m
7f07,0.6866893340011302,2,distilgpt2-124m
21ed,0.686680583999987,2,distilgpt2-124m
932c8634,0.8754498329999478,1,gpt2-124m
ec7c,0.800060833000316,1,gpt2-124m
59ea,0.800040916999933,1,gpt2-124m
c371,0.8000288750008622,1,gpt2-124m
13229cb8,2.7214459579990944,1,gpt2medium-355m
3ad7,2.668766415999926,1,gpt2medium-355m
9231,2.668762582999989,1,gpt2medium-355m
c760,2.6687602080000943,1,gpt2medium-355m
f210e925,5.401347375000114,3,gpt2medium-355m
956649a9,4.450577874998999,3,gpt2medium-355m
415d96f3,2.7137380829990434,3,gpt2medium-355m
ab24,2.624405582999316,3,gpt2medium-355m
f804d4a6,2.913928209000005,1,gpt2-124m
39d5,1.1563302499998827,1,gpt2-124m
a340,1.156326917000115,1,gpt2-124m
6168,1.156324792000305,1,gpt2-124m
978c0c5a,3.179903500000364,2,distilgpt2-124m
a9730f9c,1.587596625000515,2,distilgpt2-124m
1056,0.7687900000000809,2,distilgpt2-124m
04da,0.7687862090006092,2,distilgpt2-124m
9b5af554,0.9725658749994182,1,gpt2-124m
7a83,0.8236714159993426,1,gpt2-124m
4b6c,0.8236680409991095,1,gpt2-124m
1b37,0.8236655409982632,1,gpt2-124m
