request_id,latency,batch_size,model
344ae007,0.7593370829999913,2,gpt2-124m
bcdd9981,0.7498040829996171,2,gpt2-124m
74d6de8b,2.047305249998317,1,gpt2medium-355m
118caaa7,2.6417943330015987,2,gpt2-124m
d8121f29,2.32884974999979,2,gpt2-124m
85c4c1d1,2.154168832999858,1,gpt2medium-355m
02b3d543,4.023784790999343,3,distilgpt2-124m
fe48ba8b,3.4142804160001106,3,distilgpt2-124m
7827eee1,2.4562295409996295,3,distilgpt2-124m
73df,0.6936900000000605,3,distilgpt2-124m
56b3202c,2.3083946670012665,2,gpt2-124m
74647295,1.3337308330010273,2,gpt2-124m
e224e078,5.109988041996985,2,gpt2medium-355m
5b16a7cd,4.047310750000179,2,gpt2medium-355m
a231e0c9,3.8597757920033473,2,distilgpt2-124m
9e74db9b,0.8548644170004991,2,distilgpt2-124m
01d95c59,3.580543582997052,2,gpt2-124m
57dd0ca6,2.381509332997666,2,gpt2-124m
296f5185,0.45655208400057745,1,gpt2-124m
6dfd0854,1.3996980000010808,1,gpt2medium-355m
951a9184,1.7135102079992066,1,gpt2medium-355m
106bd833,3.411764458000107,2,gpt2medium-355m
0aedb90c,2.25494300000355,2,gpt2medium-355m
8b80e0ea,1.7270841249992372,2,distilgpt2-124m
b1a9cac3,0.665645790999406,2,distilgpt2-124m
507e8780,2.7749359170011303,1,gpt2-124m
eaf45df5,0.8002005420021305,1,distilgpt2-124m
8bb66471,1.2486444579990348,1,gpt2-124m
