request_id,latency,batch_size,model
b635acb5,7.1813327919990115,7,gpt2-124m
7220c6b9,6.558823707997362,7,gpt2-124m
ffb1622f,6.263264707999042,7,gpt2-124m
f57c9241,5.985195624998596,7,gpt2-124m
34ef8d33,3.5946159579980304,7,gpt2-124m
64a95e27,2.8572552079967863,7,gpt2-124m
92b935f5,1.8006747499966878,7,gpt2-124m
ef64,1.309163207999518,7,gpt2-124m
253e6e6c,9.140199207999103,4,gpt2medium-355m
cf7f5396,7.429074207997473,4,gpt2medium-355m
a29a4b76,6.791587707997678,4,gpt2medium-355m
705fb944,5.958989832997759,4,gpt2medium-355m
f1d018e6,9.314687166999647,5,distilgpt2-124m
3fee78c0,8.856485292002617,5,distilgpt2-124m
e1993c62,8.13695645900225,5,distilgpt2-124m
98c08fad,6.434204667002632,5,distilgpt2-124m
147f84e5,4.181405999999697,5,distilgpt2-124m
b52a,0.8949210419996234,5,distilgpt2-124m
3bbc,0.89491745900159,5,distilgpt2-124m
0087,0.894915167002182,5,distilgpt2-124m
d4be938c,9.43245995899997,4,gpt2-124m
2155a374,6.770145750000665,4,gpt2-124m
17d311bb,3.252786459001072,4,gpt2-124m
aafdd724,1.3741026249990682,4,gpt2-124m
c9f11d99,10.287783333002153,7,gpt2medium-355m
7de9fae3,9.58378250000169,7,gpt2medium-355m
d5a08951,9.108393499998783,7,gpt2medium-355m
9c5640e5,8.237156082999718,7,gpt2medium-355m
8cd4b956,4.94509087500046,7,gpt2medium-355m
8f811d07,4.360619792001671,7,gpt2medium-355m
a6df4f6d,4.284975250000571,7,gpt2medium-355m
161c,3.6117618749995017,7,gpt2medium-355m
2338e941,8.282671083001333,4,distilgpt2-124m
4c9726fa,7.485662625000259,4,distilgpt2-124m
444656f7,6.8077367920013785,4,distilgpt2-124m
dfa971ad,1.0381052500015358,4,distilgpt2-124m
60d38b77,7.150811374998739,6,gpt2-124m
38a3511b,6.1635310419987945,6,gpt2-124m
d37b31b2,4.134368208000524,6,gpt2-124m
65673a60,3.6081591670008493,6,gpt2-124m
00d8ed02,3.5930178749986226,6,gpt2-124m
4f1fb71c,3.0513648330015712,6,gpt2-124m
a548,1.3527111250004964,6,gpt2-124m
c0a9,1.3526931250016787,6,gpt2-124m
79df835c,13.600765584000328,6,gpt2medium-355m
207904a8,12.617001458998857,6,gpt2medium-355m
cfcc2466,12.28823945899785,6,gpt2medium-355m
af96953c,11.369151584000065,6,gpt2medium-355m
fb209fbe,9.833072875000653,6,gpt2medium-355m
95f4dbc9,4.990575084000739,6,gpt2medium-355m
cd9d,3.933750374999363,6,gpt2medium-355m
99fe,3.9337302089988953,6,gpt2medium-355m
bb9f2e27,9.981326624998474,11,distilgpt2-124m
3b19d5a9,9.720232583000325,11,distilgpt2-124m
02831daf,8.979772499998944,11,distilgpt2-124m
c66818a2,8.816542832999403,11,distilgpt2-124m
45d14add,8.380205500001466,11,distilgpt2-124m
5be96531,8.121643250000488,11,distilgpt2-124m
f401be58,7.825189874998614,11,distilgpt2-124m
fbdbfdd0,7.471475333000853,11,distilgpt2-124m
2bb8dd5e,7.239652666001348,11,distilgpt2-124m
b72438b8,3.970197124999686,11,distilgpt2-124m
f433fbd1,3.3541895410016878,11,distilgpt2-124m
27cb,1.1917827500001295,11,distilgpt2-124m
576a,1.1917797079986485,11,distilgpt2-124m
18b4,1.191777625001123,11,distilgpt2-124m
000f,1.1917755829999805,11,distilgpt2-124m
55bd,1.191773957998521,11,distilgpt2-124m
1de3b984,7.343671750000794,6,gpt2-124m
52c92e76,6.0989659580009175,6,gpt2-124m
b2e7cf03,4.527511457999935,6,gpt2-124m
371485b3,3.7875862500004587,6,gpt2-124m
f3ed9242,3.654131250001228,6,gpt2-124m
63ec3b0e,3.331334375001461,6,gpt2-124m
9dc6,1.2508478750023642,6,gpt2-124m
2e98,1.2508451249996142,6,gpt2-124m
