model_alias,batch_size,processing_time,throughput
granite-7b,1,1.2066639440017752,0.83
granite-7b,1,0.8116386799956672,1.23
granite-7b,1,0.812944258999778,1.23
granite-7b,1,0.8018933139974251,1.25
granite-7b,1,0.8014218370080926,1.25
granite-7b,1,0.8053859120118432,1.24
granite-7b,1,0.803399664000608,1.24
granite-7b,1,0.8296505430189427,1.21
granite-7b,2,0.8612590699922293,2.32
granite-7b,2,0.8465165919915307,2.36
granite-7b,2,0.8257971089915372,2.42
granite-7b,2,0.8274667540099472,2.42
granite-7b,2,0.8363501989806537,2.39
granite-7b,2,0.8275531760009471,2.42
granite-7b,2,0.8373985650250688,2.39
granite-7b,2,0.874118831998203,2.29
granite-7b,2,0.8293877500109375,2.41
granite-7b,2,0.8261405949888285,2.42
granite-7b,3,0.8114866180112585,3.7
granite-7b,3,0.8713198140030727,3.44
granite-7b,3,0.8625435679859947,3.48
granite-7b,3,0.8327286970161367,3.6
granite-7b,3,0.8307430410059169,3.61
granite-7b,3,0.8170203960034996,3.67
granite-7b,3,0.8937580090132542,3.36
granite-7b,3,0.8679918340058066,3.46
