request_id,model,batch_size,latency,throughput,sys_info
e436fae4,llama3-8b,1,21.252978384960443,0.397,"{'cpu/interrupts/ctx_switches_count': 20081, 'cpu/interrupts/interrupts_count': 210949, 'cpu/interrupts/soft_interrupts_count': 22099, 'cpu/load/avg_sys_load_one_min_percent': 4.083333333333333, 'cpu/load/avg_sys_load_five_min_percent': 1.916666666666667, 'cpu/load/avg_sys_load_fifteen_min_percent': 1.3333333333333335, 'memory/available_memory_sys_MB': 63677.464576, 'memory/used_memory_sys_MB': 1962.110976, 'memory/used_memory_sys_percent': 4.1, 'process/voluntary_proc_ctx_switches': 2907, 'process/involuntary_proc_ctx_switches': 60, 'process/memory/resident_set_size_proc_MB': 1375.4368, 'process/memory/virtual_memory_size_proc_MB': 52841.353216, 'process/memory/shared_memory_proc_MB': 316.899328, 'process/memory/text_resident_set_proc_MB': 0.004096, 'process/memory/data_resident_set_proc_MB': 0.0, 'process/memory/lib_memory_proc_MB': 2190.426112, 'process/memory/dirty_pages_proc_count': 0, 'disk/counter/disk_read_sys_count': 39270, 'disk/counter/disk_write_sys_count': 67, 'disk/time/disk_read_time_sys_s': 23.629999999999995, 'disk/time/disk_write_time_sys_s': 0.059000000000004604, 'disk/time/disk_busy_time_sys_s': 11.272999999999968, 'bandwidth/disk_read_sys_bandwidth_MBs': 208.63172681919355, 'bandwidth/disk_write_sys_bandwidth_MBs': 0.004009993953841584, 'bandwidth/net_sent_sys_bandwidth_Mbits': 0.0009181974792029638, 'bandwidth/net_recv_sys_bandwidth_Mbits': 0.0007469027994611478, '03_gpu_mem/active.all.allocated': 83221, '03_gpu_mem/active.all.current': 325, '03_gpu_mem/active.all.freed': 82896, '03_gpu_mem/active.all.peak': 419, '03_gpu_mem/active.large_pool.allocated': 5032, '03_gpu_mem/active.large_pool.current': 227, '03_gpu_mem/active.large_pool.freed': 4805, '03_gpu_mem/active.large_pool.peak': 235, '03_gpu_mem/active.small_pool.allocated': 78189, '03_gpu_mem/active.small_pool.current': 98, '03_gpu_mem/active.small_pool.freed': 78091, '03_gpu_mem/active.small_pool.peak': 192, '03_gpu_mem/active_bytes.all.allocated': 46169157632, '03_gpu_mem/active_bytes.all.current': 32154616320, '03_gpu_mem/active_bytes.all.freed': 14014541312, '03_gpu_mem/active_bytes.all.peak': 32234223616, '03_gpu_mem/active_bytes.large_pool.allocated': 42385080320, '03_gpu_mem/active_bytes.large_pool.current': 32153534464, '03_gpu_mem/active_bytes.large_pool.freed': 10231545856, '03_gpu_mem/active_bytes.large_pool.peak': 32204375552, '03_gpu_mem/active_bytes.small_pool.allocated': 3784077312, '03_gpu_mem/active_bytes.small_pool.current': 1081856, '03_gpu_mem/active_bytes.small_pool.freed': 3782995456, '03_gpu_mem/active_bytes.small_pool.peak': 47648768, '03_gpu_mem/allocated_bytes.all.allocated': 46169157632, '03_gpu_mem/allocated_bytes.all.current': 32154616320, '03_gpu_mem/allocated_bytes.all.freed': 14014541312, '03_gpu_mem/allocated_bytes.all.peak': 32234223616, '03_gpu_mem/allocated_bytes.large_pool.allocated': 42385080320, '03_gpu_mem/allocated_bytes.large_pool.current': 32153534464, '03_gpu_mem/allocated_bytes.large_pool.freed': 10231545856, '03_gpu_mem/allocated_bytes.large_pool.peak': 32204375552, '03_gpu_mem/allocated_bytes.small_pool.allocated': 3784077312, '03_gpu_mem/allocated_bytes.small_pool.current': 1081856, '03_gpu_mem/allocated_bytes.small_pool.freed': 3782995456, '03_gpu_mem/allocated_bytes.small_pool.peak': 47648768, '03_gpu_mem/allocation.all.allocated': 83221, '03_gpu_mem/allocation.all.current': 325, '03_gpu_mem/allocation.all.freed': 82896, '03_gpu_mem/allocation.all.peak': 419, '03_gpu_mem/allocation.large_pool.allocated': 5032, '03_gpu_mem/allocation.large_pool.current': 227, '03_gpu_mem/allocation.large_pool.freed': 4805, '03_gpu_mem/allocation.large_pool.peak': 235, '03_gpu_mem/allocation.small_pool.allocated': 78189, '03_gpu_mem/allocation.small_pool.current': 98, '03_gpu_mem/allocation.small_pool.freed': 78091, '03_gpu_mem/allocation.small_pool.peak': 192, '03_gpu_mem/inactive_split.all.allocated': 41091, '03_gpu_mem/inactive_split.all.current': 1, '03_gpu_mem/inactive_split.all.freed': 41090, '03_gpu_mem/inactive_split.all.peak': 47, '03_gpu_mem/inactive_split.large_pool.allocated': 4480, '03_gpu_mem/inactive_split.large_pool.current': 0, '03_gpu_mem/inactive_split.large_pool.freed': 4480, '03_gpu_mem/inactive_split.large_pool.peak': 4, '03_gpu_mem/inactive_split.small_pool.allocated': 36611, '03_gpu_mem/inactive_split.small_pool.current': 1, '03_gpu_mem/inactive_split.small_pool.freed': 36610, '03_gpu_mem/inactive_split.small_pool.peak': 47, '03_gpu_mem/inactive_split_bytes.all.allocated': 49506000896, '03_gpu_mem/inactive_split_bytes.all.current': 1015296, '03_gpu_mem/inactive_split_bytes.all.freed': 49504985600, '03_gpu_mem/inactive_split_bytes.all.peak': 36761600, '03_gpu_mem/inactive_split_bytes.large_pool.allocated': 45481394176, '03_gpu_mem/inactive_split_bytes.large_pool.current': 0, '03_gpu_mem/inactive_split_bytes.large_pool.freed': 45481394176, '03_gpu_mem/inactive_split_bytes.large_pool.peak': 31719424, '03_gpu_mem/inactive_split_bytes.small_pool.allocated': 4024606720, '03_gpu_mem/inactive_split_bytes.small_pool.current': 1015296, '03_gpu_mem/inactive_split_bytes.small_pool.freed': 4023591424, '03_gpu_mem/inactive_split_bytes.small_pool.peak': 27751936, '03_gpu_mem/max_split_size': -1, '03_gpu_mem/num_alloc_retries': 0, '03_gpu_mem/num_device_alloc': 256, '03_gpu_mem/num_device_free': 0, '03_gpu_mem/num_ooms': 0, '03_gpu_mem/num_sync_all_streams': 0, '03_gpu_mem/oversize_allocations.allocated': 0, '03_gpu_mem/oversize_allocations.current': 0, '03_gpu_mem/oversize_allocations.freed': 0, '03_gpu_mem/oversize_allocations.peak': 0, '03_gpu_mem/oversize_segments.allocated': 0, '03_gpu_mem/oversize_segments.current': 0, '03_gpu_mem/oversize_segments.freed': 0, '03_gpu_mem/oversize_segments.peak': 0, '03_gpu_mem/requested_bytes.all.allocated': 46153587709, '03_gpu_mem/requested_bytes.all.current': 32154607872, '03_gpu_mem/requested_bytes.all.freed': 13998979837, '03_gpu_mem/requested_bytes.all.peak': 32234211359, '03_gpu_mem/requested_bytes.large_pool.allocated': 42377215936, '03_gpu_mem/requested_bytes.large_pool.current': 32153534464, '03_gpu_mem/requested_bytes.large_pool.freed': 10223681472, '03_gpu_mem/requested_bytes.large_pool.peak': 32204375551, '03_gpu_mem/requested_bytes.small_pool.allocated': 3776371773, '03_gpu_mem/requested_bytes.small_pool.current': 1073408, '03_gpu_mem/requested_bytes.small_pool.freed': 3775298365, '03_gpu_mem/requested_bytes.small_pool.peak': 47633713, '03_gpu_mem/reserved_bytes.all.allocated': 32300335104, '03_gpu_mem/reserved_bytes.all.current': 32300335104, '03_gpu_mem/reserved_bytes.all.freed': 0, '03_gpu_mem/reserved_bytes.all.peak': 32300335104, '03_gpu_mem/reserved_bytes.large_pool.allocated': 32245809152, '03_gpu_mem/reserved_bytes.large_pool.current': 32245809152, '03_gpu_mem/reserved_bytes.large_pool.freed': 0, '03_gpu_mem/reserved_bytes.large_pool.peak': 32245809152, '03_gpu_mem/reserved_bytes.small_pool.allocated': 54525952, '03_gpu_mem/reserved_bytes.small_pool.current': 54525952, '03_gpu_mem/reserved_bytes.small_pool.freed': 0, '03_gpu_mem/reserved_bytes.small_pool.peak': 54525952, '03_gpu_mem/segment.all.allocated': 256, '03_gpu_mem/segment.all.current': 256, '03_gpu_mem/segment.all.freed': 0, '03_gpu_mem/segment.all.peak': 256, '03_gpu_mem/segment.large_pool.allocated': 230, '03_gpu_mem/segment.large_pool.current': 230, '03_gpu_mem/segment.large_pool.freed': 0, '03_gpu_mem/segment.large_pool.peak': 230, '03_gpu_mem/segment.small_pool.allocated': 26, '03_gpu_mem/segment.small_pool.current': 26, '03_gpu_mem/segment.small_pool.freed': 0, '03_gpu_mem/segment.small_pool.peak': 26, '04_agg_gpu/memory_fragmentation_ratio': 0.9954886293429831, '04_agg_gpu/avg_segment_size_current_bytes': 125603937.0, '04_agg_gpu/avg_large_segment_size_current_bytes': 139797975.9304348, '04_agg_gpu/avg_small_segment_size_current_bytes': 41284.92307692308, '04_agg_gpu/avg_block_size_current_bytes': 98937280.98461539, '04_agg_gpu/avg_inactive_block_size_current_bytes': 1015296.0, '04_agg_gpu/allocation_rounding_overhead_bytes': 8448, '05_gpu_smi/gpu_0_fb_total_MiB': 81559.0, '05_gpu_smi/gpu_0_fb_used_MiB': 32675.0625, '05_gpu_smi/gpu_0_fb_free_MiB': 48883.9375, '05_gpu_smi/gpu_0_bar1_total_MiB': 131072.0, '05_gpu_smi/gpu_0_bar1_used_MiB': 1.625, '05_gpu_smi/gpu_0_bar1_free_MiB': 131070.375, '05_gpu_smi/gpu_0_gpu_util_in_percent': 85, '05_gpu_smi/gpu_0_mem_util_in_percent': 41, '05_gpu_smi/gpu_0_temp_in_C': 30, '05_gpu_smi/gpu_0_clocks_throttle_reason_gpu_idle': 0, '05_gpu_smi/gpu_0_clocks_throttle_reason_applications_clocks_setting': 0, '05_gpu_smi/gpu_0_clocks_throttle_reason_sw_power_cap': 0, '05_gpu_smi/gpu_0_clocks_throttle_reason_hw_slowdown': 0}"
4117852b,llama3-8b,1,6.964554183068685,0.546,"{'cpu/interrupts/ctx_switches_count': 20473, 'cpu/interrupts/interrupts_count': 214669, 'cpu/interrupts/soft_interrupts_count': 22581, 'cpu/load/avg_sys_load_one_min_percent': 4.083333333333333, 'cpu/load/avg_sys_load_five_min_percent': 1.916666666666667, 'cpu/load/avg_sys_load_fifteen_min_percent': 1.3333333333333335, 'memory/available_memory_sys_MB': 63667.642368, 'memory/used_memory_sys_MB': 1971.949568, 'memory/used_memory_sys_percent': 4.1, 'process/voluntary_proc_ctx_switches': 2911, 'process/involuntary_proc_ctx_switches': 60, 'process/memory/resident_set_size_proc_MB': 1391.90272, 'process/memory/virtual_memory_size_proc_MB': 52841.353216, 'process/memory/shared_memory_proc_MB': 320.954368, 'process/memory/text_resident_set_proc_MB': 0.004096, 'process/memory/data_resident_set_proc_MB': 0.0, 'process/memory/lib_memory_proc_MB': 2212.601856, 'process/memory/dirty_pages_proc_count': 0, 'disk/counter/disk_read_sys_count': 39317, 'disk/counter/disk_write_sys_count': 67, 'disk/time/disk_read_time_sys_s': 23.644999999999982, 'disk/time/disk_write_time_sys_s': 0.059000000000004604, 'disk/time/disk_busy_time_sys_s': 11.279999999999973, 'bandwidth/disk_read_sys_bandwidth_MBs': 3.084850936451818, 'bandwidth/disk_write_sys_bandwidth_MBs': 0.0, 'bandwidth/net_sent_sys_bandwidth_Mbits': 0.04245129911801198, 'bandwidth/net_recv_sys_bandwidth_Mbits': 0.0047658070524185395, '03_gpu_mem/active.all.allocated': 166117, '03_gpu_mem/active.all.current': 325, '03_gpu_mem/active.all.freed': 165792, '03_gpu_mem/active.all.peak': 419, '03_gpu_mem/active.large_pool.allocated': 5481, '03_gpu_mem/active.large_pool.current': 227, '03_gpu_mem/active.large_pool.freed': 5254, '03_gpu_mem/active.large_pool.peak': 235, '03_gpu_mem/active.small_pool.allocated': 160636, '03_gpu_mem/active.small_pool.current': 98, '03_gpu_mem/active.small_pool.freed': 160538, '03_gpu_mem/active.small_pool.peak': 192, '03_gpu_mem/active_bytes.all.allocated': 51182370816, '03_gpu_mem/active_bytes.all.current': 32154616320, '03_gpu_mem/active_bytes.all.freed': 19027754496, '03_gpu_mem/active_bytes.all.peak': 32234223616, '03_gpu_mem/active_bytes.large_pool.allocated': 42915154944, '03_gpu_mem/active_bytes.large_pool.current': 32153534464, '03_gpu_mem/active_bytes.large_pool.freed': 10761620480, '03_gpu_mem/active_bytes.large_pool.peak': 32204375552, '03_gpu_mem/active_bytes.small_pool.allocated': 8267215872, '03_gpu_mem/active_bytes.small_pool.current': 1081856, '03_gpu_mem/active_bytes.small_pool.freed': 8266134016, '03_gpu_mem/active_bytes.small_pool.peak': 47648768, '03_gpu_mem/allocated_bytes.all.allocated': 51182370816, '03_gpu_mem/allocated_bytes.all.current': 32154616320, '03_gpu_mem/allocated_bytes.all.freed': 19027754496, '03_gpu_mem/allocated_bytes.all.peak': 32234223616, '03_gpu_mem/allocated_bytes.large_pool.allocated': 42915154944, '03_gpu_mem/allocated_bytes.large_pool.current': 32153534464, '03_gpu_mem/allocated_bytes.large_pool.freed': 10761620480, '03_gpu_mem/allocated_bytes.large_pool.peak': 32204375552, '03_gpu_mem/allocated_bytes.small_pool.allocated': 8267215872, '03_gpu_mem/allocated_bytes.small_pool.current': 1081856, '03_gpu_mem/allocated_bytes.small_pool.freed': 8266134016, '03_gpu_mem/allocated_bytes.small_pool.peak': 47648768, '03_gpu_mem/allocation.all.allocated': 166117, '03_gpu_mem/allocation.all.current': 325, '03_gpu_mem/allocation.all.freed': 165792, '03_gpu_mem/allocation.all.peak': 419, '03_gpu_mem/allocation.large_pool.allocated': 5481, '03_gpu_mem/allocation.large_pool.current': 227, '03_gpu_mem/allocation.large_pool.freed': 5254, '03_gpu_mem/allocation.large_pool.peak': 235, '03_gpu_mem/allocation.small_pool.allocated': 160636, '03_gpu_mem/allocation.small_pool.current': 98, '03_gpu_mem/allocation.small_pool.freed': 160538, '03_gpu_mem/allocation.small_pool.peak': 192, '03_gpu_mem/inactive_split.all.allocated': 78982, '03_gpu_mem/inactive_split.all.current': 1, '03_gpu_mem/inactive_split.all.freed': 78981, '03_gpu_mem/inactive_split.all.peak': 47, '03_gpu_mem/inactive_split.large_pool.allocated': 4928, '03_gpu_mem/inactive_split.large_pool.current': 0, '03_gpu_mem/inactive_split.large_pool.freed': 4928, '03_gpu_mem/inactive_split.large_pool.peak': 4, '03_gpu_mem/inactive_split.small_pool.allocated': 74054, '03_gpu_mem/inactive_split.small_pool.current': 1, '03_gpu_mem/inactive_split.small_pool.freed': 74053, '03_gpu_mem/inactive_split.small_pool.peak': 47, '03_gpu_mem/inactive_split_bytes.all.allocated': 59411827712, '03_gpu_mem/inactive_split_bytes.all.current': 1015296, '03_gpu_mem/inactive_split_bytes.all.freed': 59410812416, '03_gpu_mem/inactive_split_bytes.all.peak': 36761600, '03_gpu_mem/inactive_split_bytes.large_pool.allocated': 50747883520, '03_gpu_mem/inactive_split_bytes.large_pool.current': 0, '03_gpu_mem/inactive_split_bytes.large_pool.freed': 50747883520, '03_gpu_mem/inactive_split_bytes.large_pool.peak': 31719424, '03_gpu_mem/inactive_split_bytes.small_pool.allocated': 8663944192, '03_gpu_mem/inactive_split_bytes.small_pool.current': 1015296, '03_gpu_mem/inactive_split_bytes.small_pool.freed': 8662928896, '03_gpu_mem/inactive_split_bytes.small_pool.peak': 27751936, '03_gpu_mem/max_split_size': -1, '03_gpu_mem/num_alloc_retries': 0, '03_gpu_mem/num_device_alloc': 256, '03_gpu_mem/num_device_free': 0, '03_gpu_mem/num_ooms': 0, '03_gpu_mem/num_sync_all_streams': 0, '03_gpu_mem/oversize_allocations.allocated': 0, '03_gpu_mem/oversize_allocations.current': 0, '03_gpu_mem/oversize_allocations.freed': 0, '03_gpu_mem/oversize_allocations.peak': 0, '03_gpu_mem/oversize_segments.allocated': 0, '03_gpu_mem/oversize_segments.current': 0, '03_gpu_mem/oversize_segments.freed': 0, '03_gpu_mem/oversize_segments.peak': 0, '03_gpu_mem/requested_bytes.all.allocated': 51159020714, '03_gpu_mem/requested_bytes.all.current': 32154607872, '03_gpu_mem/requested_bytes.all.freed': 19004412842, '03_gpu_mem/requested_bytes.all.peak': 32234211359, '03_gpu_mem/requested_bytes.large_pool.allocated': 42907290496, '03_gpu_mem/requested_bytes.large_pool.current': 32153534464, '03_gpu_mem/requested_bytes.large_pool.freed': 10753756032, '03_gpu_mem/requested_bytes.large_pool.peak': 32204375551, '03_gpu_mem/requested_bytes.small_pool.allocated': 8251730218, '03_gpu_mem/requested_bytes.small_pool.current': 1073408, '03_gpu_mem/requested_bytes.small_pool.freed': 8250656810, '03_gpu_mem/requested_bytes.small_pool.peak': 47633713, '03_gpu_mem/reserved_bytes.all.allocated': 32300335104, '03_gpu_mem/reserved_bytes.all.current': 32300335104, '03_gpu_mem/reserved_bytes.all.freed': 0, '03_gpu_mem/reserved_bytes.all.peak': 32300335104, '03_gpu_mem/reserved_bytes.large_pool.allocated': 32245809152, '03_gpu_mem/reserved_bytes.large_pool.current': 32245809152, '03_gpu_mem/reserved_bytes.large_pool.freed': 0, '03_gpu_mem/reserved_bytes.large_pool.peak': 32245809152, '03_gpu_mem/reserved_bytes.small_pool.allocated': 54525952, '03_gpu_mem/reserved_bytes.small_pool.current': 54525952, '03_gpu_mem/reserved_bytes.small_pool.freed': 0, '03_gpu_mem/reserved_bytes.small_pool.peak': 54525952, '03_gpu_mem/segment.all.allocated': 256, '03_gpu_mem/segment.all.current': 256, '03_gpu_mem/segment.all.freed': 0, '03_gpu_mem/segment.all.peak': 256, '03_gpu_mem/segment.large_pool.allocated': 230, '03_gpu_mem/segment.large_pool.current': 230, '03_gpu_mem/segment.large_pool.freed': 0, '03_gpu_mem/segment.large_pool.peak': 230, '03_gpu_mem/segment.small_pool.allocated': 26, '03_gpu_mem/segment.small_pool.current': 26, '03_gpu_mem/segment.small_pool.freed': 0, '03_gpu_mem/segment.small_pool.peak': 26, '04_agg_gpu/memory_fragmentation_ratio': 0.9954886293429831, '04_agg_gpu/avg_segment_size_current_bytes': 125603937.0, '04_agg_gpu/avg_large_segment_size_current_bytes': 139797975.9304348, '04_agg_gpu/avg_small_segment_size_current_bytes': 41284.92307692308, '04_agg_gpu/avg_block_size_current_bytes': 98937280.98461539, '04_agg_gpu/avg_inactive_block_size_current_bytes': 1015296.0, '04_agg_gpu/allocation_rounding_overhead_bytes': 8448, '05_gpu_smi/gpu_0_fb_total_MiB': 81559.0, '05_gpu_smi/gpu_0_fb_used_MiB': 32675.0625, '05_gpu_smi/gpu_0_fb_free_MiB': 48883.9375, '05_gpu_smi/gpu_0_bar1_total_MiB': 131072.0, '05_gpu_smi/gpu_0_bar1_used_MiB': 1.625, '05_gpu_smi/gpu_0_bar1_free_MiB': 131070.375, '05_gpu_smi/gpu_0_gpu_util_in_percent': 83, '05_gpu_smi/gpu_0_mem_util_in_percent': 41, '05_gpu_smi/gpu_0_temp_in_C': 31, '05_gpu_smi/gpu_0_clocks_throttle_reason_gpu_idle': 0, '05_gpu_smi/gpu_0_clocks_throttle_reason_applications_clocks_setting': 0, '05_gpu_smi/gpu_0_clocks_throttle_reason_sw_power_cap': 0, '05_gpu_smi/gpu_0_clocks_throttle_reason_hw_slowdown': 0}"
