request_id,timestamp,model,batch_size,latency (s),processing time (s),throughput (qps)
52c8741d,20240918_121336,gpt2medium-355m,16,19.04998345900094,15.186942084008479,1.054
b4b99d27,20240918_121336,gpt2medium-355m,16,18.899378375004744,15.186942084008479,1.054
ba243ad4,20240918_121336,gpt2medium-355m,16,18.502386834006757,15.186942084008479,1.054
cf4ee5c7,20240918_121336,gpt2medium-355m,16,18.44890391700028,15.186942084008479,1.054
ee799752,20240918_121336,gpt2medium-355m,16,18.386432709012297,15.186942084008479,1.054
c1d8f9e4,20240918_121336,gpt2medium-355m,16,17.97532208400662,15.186942084008479,1.054
910f921f,20240918_121336,gpt2medium-355m,16,17.33500620900304,15.186942084008479,1.054
c019b233,20240918_121336,gpt2medium-355m,16,17.218429375003325,15.186942084008479,1.054
ff937428,20240918_121336,gpt2medium-355m,16,17.060613625013502,15.186942084008479,1.054
3e1a2bdf,20240918_121336,gpt2medium-355m,16,16.62338145900867,15.186942084008479,1.054
95f4659f,20240918_121336,gpt2medium-355m,16,16.397984167007962,15.186942084008479,1.054
4444ef8a,20240918_121336,gpt2medium-355m,16,16.22540750000917,15.186942084008479,1.054
4cb14a59,20240918_121336,gpt2medium-355m,16,15.806799000012688,15.186942084008479,1.054
eeddaf2d,20240918_121336,gpt2medium-355m,16,15.605780249999953,15.186942084008479,1.054
3dd935b1,20240918_121336,gpt2medium-355m,16,15.489656959005515,15.186942084008479,1.054
6218e5be,20240918_121336,gpt2medium-355m,16,15.347594875012874,15.186942084008479,1.054
a1193092,20240918_121341,gpt2-124m,16,12.754448499996215,5.081629082997097,3.149
d0a11f77,20240918_121341,gpt2-124m,16,12.232472791001783,5.081629082997097,3.149
ad018d68,20240918_121341,gpt2-124m,16,12.170589250003104,5.081629082997097,3.149
52b35fc9,20240918_121341,gpt2-124m,16,11.565867708006408,5.081629082997097,3.149
4985294e,20240918_121341,gpt2-124m,16,11.559164999998757,5.081629082997097,3.149
a3a1d26a,20240918_121341,gpt2-124m,16,11.488622582997777,5.081629082997097,3.149
cab0981c,20240918_121341,gpt2-124m,16,11.069392582998262,5.081629082997097,3.149
8625fab6,20240918_121341,gpt2-124m,16,10.523398040997563,5.081629082997097,3.149
4d30107d,20240918_121341,gpt2-124m,16,10.45400170799985,5.081629082997097,3.149
c54c2d19,20240918_121341,gpt2-124m,16,10.233525290997932,5.081629082997097,3.149
21bfe951,20240918_121341,gpt2-124m,16,9.615794083001674,5.081629082997097,3.149
e0b03a9e,20240918_121341,gpt2-124m,16,9.249258333002217,5.081629082997097,3.149
54ef4539,20240918_121341,gpt2-124m,16,9.181986541007063,5.081629082997097,3.149
