model_alias,batch_size,processing_time,throughput
granite-7b,1,1.1933662889932748,0.84
granite-7b,1,0.8216034889919683,1.22
granite-7b,1,0.8168379300041124,1.22
granite-7b,1,0.7985294310055906,1.25
granite-7b,1,0.805555742001161,1.24
granite-7b,1,0.8191291929979343,1.22
granite-7b,1,0.8009775600075955,1.25
granite-7b,1,0.8001786759996321,1.25
granite-7b,1,0.8044767740066163,1.24
granite-7b,1,0.8186678450001637,1.22
granite-7b,2,0.8473754920123611,2.36
granite-7b,2,0.8342683380033122,2.4
granite-7b,2,0.8225635919952765,2.43
granite-7b,2,0.7979018260084558,2.51
granite-7b,2,0.78668657799426,2.54
granite-7b,2,0.8195969899970805,2.44
granite-7b,2,0.8177914049883839,2.45
granite-7b,2,0.8359263000020292,2.39
granite-7b,2,0.8194124839938013,2.44
granite-7b,2,0.7862672349874629,2.54
granite-7b,4,0.8491904580005212,4.71
granite-7b,4,0.8931307869934244,4.48
granite-7b,4,0.8577925760037033,4.66
granite-7b,4,0.8499815789982677,4.71
granite-7b,4,0.8131986099906499,4.92
granite-7b,4,0.895292077009799,4.47
granite-7b,4,0.9373973809997551,4.27
granite-7b,4,0.8649766890011961,4.62
granite-7b,4,0.9729069309978513,4.11
granite-7b,4,0.9253881519980496,4.32
granite-7b,8,1.1608514690015,6.89
granite-7b,8,1.1346379320020787,7.05
granite-7b,8,1.1095311169920024,7.21
granite-7b,8,1.2759836039913353,6.27
granite-7b,8,1.1067895890009822,7.23
granite-7b,8,1.5978115579928271,5.01
granite-7b,8,1.1295974899985595,7.08
granite-7b,8,1.3362180910044117,5.99
granite-7b,8,1.012009001991828,7.91
granite-7b,8,1.1324672210030258,7.06
granite-7b,11,1.247555822992581,8.82
granite-7b,11,1.1768911870021839,9.35
granite-7b,11,1.3537602269934723,8.13
granite-7b,11,1.2372678679967066,8.89
granite-7b,11,1.4784097060037311,7.44
granite-7b,11,1.2429318669892382,8.85
granite-7b,11,1.237000111999805,8.89
granite-7b,11,1.3142612600058783,8.37
granite-7b,11,1.4794901209970703,7.43
granite-7b,11,1.386313858005451,7.93
granite-7b,16,1.9546582170005422,8.19
granite-7b,16,1.4469395030027954,11.06
granite-7b,16,1.463550236003357,10.93
granite-7b,16,1.5075010459986515,10.61
granite-7b,16,1.5065576829947531,10.62
granite-7b,16,2.2712238789972616,7.04
granite-7b,16,1.7725480210065143,9.03
granite-7b,16,1.5109650749946013,10.59
granite-7b,16,1.7195266530034132,9.3
granite-7b,16,2.746247694012709,5.83
granite-7b,32,2.85328891199606,11.22
granite-7b,32,2.5090525910054566,12.75
granite-7b,32,3.199106664993451,10.0
granite-7b,32,4.097557688000961,7.81
granite-7b,32,3.0635821460018633,10.45
granite-7b,32,3.0621988859929843,10.45
granite-7b,32,2.5332371020049322,12.63
granite-7b,32,4.212447655998403,7.6
granite-7b,32,2.158254267007578,14.83
granite-7b,32,2.1622810029948596,14.8
granite-7b,47,4.944961941000656,9.5
granite-7b,47,3.3762238630006323,13.92
granite-7b,47,4.20597420699778,11.17
granite-7b,47,3.5749902020033915,13.15
granite-7b,47,3.868788564010174,12.15
granite-7b,47,4.344508358000894,10.82
granite-7b,47,4.9427632890001405,9.51
granite-7b,47,5.604416475005564,8.39
granite-7b,47,4.268379594999715,11.01
granite-7b,47,5.268577980998089,8.92
granite-7b,64,5.260348646013881,12.17
granite-7b,64,5.318874889999279,12.03
granite-7b,64,5.0300904309988255,12.72
granite-7b,64,5.124644412993803,12.49
granite-7b,64,6.753583398996852,9.48
granite-7b,64,7.167305401002523,8.93
granite-7b,64,9.010424256994156,7.1
granite-7b,64,6.09020815101394,10.51
granite-7b,64,5.650962159998016,11.33
granite-7b,64,4.413923756001168,14.5
granite-7b,128,None,None
gemma-7b,1,0.9343705190112814,1.07
gemma-7b,1,0.928463735996047,1.08
gemma-7b,1,0.92205985399778,1.08
gemma-7b,1,0.5580980160011677,1.79
gemma-7b,1,0.9200793339987285,1.09
gemma-7b,1,0.906995448996895,1.1
gemma-7b,1,0.9110396890027914,1.1
gemma-7b,1,0.9274917199945776,1.08
gemma-7b,1,0.9215747389971511,1.09
gemma-7b,1,0.9210533699952066,1.09
gemma-7b,2,0.9449773880041903,2.12
gemma-7b,2,0.9388587010034826,2.13
gemma-7b,2,0.9367543030093657,2.14
gemma-7b,2,0.9298904640018009,2.15
gemma-7b,2,0.911542786998325,2.19
gemma-7b,2,1.0348319249897031,1.93
gemma-7b,2,0.9533596450055484,2.1
gemma-7b,2,0.9989600289991358,2.0
gemma-7b,2,0.9200114160048543,2.17
gemma-7b,2,0.9572594010096509,2.09
gemma-7b,4,0.9084866639896063,4.4
gemma-7b,4,1.0249773649993585,3.9
gemma-7b,4,1.0896045359986601,3.67
gemma-7b,4,1.0254219409980578,3.9
gemma-7b,4,1.018917790002888,3.93
gemma-7b,4,1.0873066240019398,3.68
gemma-7b,4,1.028906270992593,3.89
gemma-7b,4,1.0083260899991728,3.97
gemma-7b,4,0.9121765930030961,4.39
gemma-7b,4,0.9733255070023006,4.11
gemma-7b,8,1.2977779799985,6.16
gemma-7b,8,1.2412584020057693,6.45
gemma-7b,8,1.3041934089997085,6.13
gemma-7b,8,1.4197684399987338,5.63
gemma-7b,8,1.246430147002684,6.42
gemma-7b,8,1.425133534008637,5.61
gemma-7b,8,1.2957940220076125,6.17
gemma-7b,8,1.3601213290094165,5.88
gemma-7b,8,1.4185811310017016,5.64
gemma-7b,8,1.6787158090010053,4.77
gemma-7b,11,1.3978557299997192,7.87
gemma-7b,11,1.3349992430012207,8.24
gemma-7b,11,1.3968953880103072,7.87
gemma-7b,11,1.3422513070108835,8.2
gemma-7b,11,1.2114843929884955,9.08
gemma-7b,11,1.3386383170000045,8.22
gemma-7b,11,1.5096734059916344,7.29
gemma-7b,11,1.7275645860063378,6.37
gemma-7b,11,1.3681069220037898,8.04
gemma-7b,11,1.4148277799977222,7.77
gemma-7b,16,1.6733839929947862,9.56
gemma-7b,16,1.722309012999176,9.29
gemma-7b,16,1.4708471589983674,10.88
gemma-7b,16,1.6812119919923134,9.52
gemma-7b,16,2.6189471800025785,6.11
gemma-7b,16,2.8587363679980626,5.6
gemma-7b,16,1.8079169200063916,8.85
gemma-7b,16,1.7997075640014373,8.89
gemma-7b,16,1.8047501840046607,8.87
gemma-7b,16,1.6539395279978635,9.67
gemma-7b,32,3.801633397990372,8.42
gemma-7b,32,4.4812201949971495,7.14
gemma-7b,32,2.8570391449902672,11.2
gemma-7b,32,2.504967522996594,12.77
gemma-7b,32,3.002043988002697,10.66
gemma-7b,32,2.8459196089970646,11.24
gemma-7b,32,2.8391889540071134,11.27
gemma-7b,32,3.5515157300105784,9.01
gemma-7b,32,3.5524305529979756,9.01
gemma-7b,32,2.486847318999935,12.87
gemma-7b,47,5.33817881399591,8.8
gemma-7b,47,6.212186249002116,7.57
gemma-7b,47,4.2825165309914155,10.97
gemma-7b,47,4.337019007987692,10.84
gemma-7b,47,5.553960104996804,8.46
gemma-7b,47,4.10628374699445,11.45
gemma-7b,47,3.79648017299769,12.38
gemma-7b,47,5.9320490629907,7.92
gemma-7b,47,4.531461698003113,10.37
gemma-7b,47,3.8328144929982955,12.26
gemma-7b,64,8.978205061997869,7.13
gemma-7b,64,5.420779968000716,11.81
gemma-7b,64,5.5913428609928815,11.45
gemma-7b,64,6.838506143001723,9.36
gemma-7b,64,4.199794294007006,15.24
gemma-7b,64,7.376893659995403,8.68
gemma-7b,64,4.566838426006143,14.01
gemma-7b,64,5.716015387006337,11.2
gemma-7b,64,4.40476697300619,14.53
gemma-7b,64,7.376888639002573,8.68
gemma-7b,128,None,None
llama3-8b,1,1.0007811099931132,1.0
llama3-8b,1,0.9228028320067097,1.08
llama3-8b,1,0.07690472400281578,13.0
llama3-8b,1,0.05171925699687563,19.34
llama3-8b,1,0.9304760700033512,1.07
llama3-8b,1,0.8962052019924158,1.12
llama3-8b,1,0.8962875500001246,1.12
llama3-8b,1,0.6959530309977708,1.44
llama3-8b,1,0.912772245996166,1.1
llama3-8b,1,0.9014491309935693,1.11
llama3-8b,2,0.9455171910085483,2.12
llama3-8b,2,0.994438687004731,2.01
llama3-8b,2,0.9384502019966021,2.13
llama3-8b,2,0.9534245029935846,2.1
llama3-8b,2,0.9349611399957212,2.14
llama3-8b,2,0.9369486619980307,2.13
llama3-8b,2,0.9527847429999383,2.1
llama3-8b,2,0.9664540539961308,2.07
llama3-8b,2,0.968050769995898,2.07
llama3-8b,2,0.9499863340024604,2.11
llama3-8b,4,0.9818108509934973,4.07
llama3-8b,4,0.948524694002117,4.22
llama3-8b,4,1.0149747520044912,3.94
llama3-8b,4,1.0359862670011353,3.86
llama3-8b,4,1.034342202998232,3.87
llama3-8b,4,1.0104593569994904,3.96
llama3-8b,4,0.9582001409871737,4.17
llama3-8b,4,0.9763411569874734,4.1
llama3-8b,4,1.0520729830022901,3.8
llama3-8b,4,0.9850890569941839,4.06
llama3-8b,8,1.219363500000327,6.56
llama3-8b,8,1.1481948580039898,6.97
llama3-8b,8,1.22731178200047,6.52
llama3-8b,8,1.2560404160030885,6.37
llama3-8b,8,1.3292900870001176,6.02
llama3-8b,8,1.3550936629908392,5.9
llama3-8b,8,1.3219345060060732,6.05
llama3-8b,8,1.4172017090022564,5.64
llama3-8b,8,1.3261777040024754,6.03
llama3-8b,8,1.3227458270121133,6.05
llama3-8b,11,1.230150732997572,8.94
llama3-8b,11,1.4241721860016696,7.72
llama3-8b,11,1.9053152059932472,5.77
llama3-8b,11,1.5406442180101294,7.14
llama3-8b,11,1.541629170998931,7.14
llama3-8b,11,1.4407464090036228,7.63
llama3-8b,11,1.4376095360057661,7.65
llama3-8b,11,1.9727167460077908,5.58
llama3-8b,11,1.351024896997842,8.14
llama3-8b,11,1.5162222020007903,7.25
llama3-8b,16,1.4805869209958473,10.81
llama3-8b,16,1.5886195830098586,10.07
llama3-8b,16,1.7126659319910686,9.34
llama3-8b,16,1.9769093739887467,8.09
llama3-8b,16,1.714208753008279,9.33
llama3-8b,16,1.92683526899782,8.3
llama3-8b,16,1.717086662989459,9.32
llama3-8b,16,1.833421734001604,8.73
llama3-8b,16,1.6631839239998953,9.62
llama3-8b,16,1.989833797008032,8.04
llama3-8b,32,3.1773070880008163,10.07
llama3-8b,32,2.8655703349941177,11.17
llama3-8b,32,3.9808231799979694,8.04
llama3-8b,32,2.52514252900437,12.67
llama3-8b,32,3.1905495550017804,10.03
llama3-8b,32,3.2979631869966397,9.7
llama3-8b,32,3.061185240992927,10.45
llama3-8b,32,3.1258427319990005,10.24
llama3-8b,32,2.5705085179943126,12.45
llama3-8b,32,3.2285468300106004,9.91
llama3-8b,47,3.6991779210075038,12.71
llama3-8b,47,4.09823085500102,11.47
llama3-8b,47,5.071666149000521,9.27
llama3-8b,47,4.38591509599064,10.72
llama3-8b,47,4.178878209990216,11.25
llama3-8b,47,4.135464449005667,11.37
llama3-8b,47,4.515659184995457,10.41
llama3-8b,47,4.178588576003676,11.25
llama3-8b,47,3.063511884000036,15.34
llama3-8b,47,3.5581733340077335,13.21
llama3-8b,64,4.501384753995808,14.22
llama3-8b,64,5.242208821000531,12.21
llama3-8b,64,5.245383015993866,12.2
llama3-8b,64,8.547206428993377,7.49
llama3-8b,64,4.574476343012066,13.99
llama3-8b,64,5.630860958000994,11.37
llama3-8b,64,7.080872838996584,9.04
llama3-8b,64,5.725646642997162,11.18
llama3-8b,64,4.878631129991845,13.12
llama3-8b,64,5.707655230013188,11.21
llama3-8b,128,16.414846944011515,7.8
llama3-8b,128,10.252561347995652,12.48
llama3-8b,128,13.243962716995156,9.66
llama3-8b,128,13.61004002300615,9.4
llama3-8b,128,16.408945910006878,7.8
llama3-8b,128,12.326931955001783,10.38
llama3-8b,128,12.313974571006838,10.39
llama3-8b,128,13.051113309003995,9.81
llama3-8b,128,12.137176420001197,10.55
llama3-8b,128,13.247280372001114,9.66
llama3-8b,144,13.971185682006762,10.31
llama3-8b,144,18.98984796500008,7.58
llama3-8b,144,15.079881655008649,9.55
llama3-8b,144,15.776096193992998,9.13
llama3-8b,144,15.367506647002301,9.37
llama3-8b,144,12.791406709002331,11.26
llama3-8b,144,15.368383588996949,9.37
llama3-8b,144,12.55227246999857,11.47
llama3-8b,144,11.928467011995963,12.07
llama3-8b,144,11.227324603009038,12.83
llama3-8b,256,None,None
