request_id,model,batch_size,latency,throughput
7ebfe664,llama3-8b,1,14.655677165021189,0.383
90693073,llama3-8b,1,4.699879838968627,0.541
8f24d979,granite-7b,1,17.047299801022746,0.632
eb2ae880,gemma-7b,1,34.84050226700492,0.558
2ed1ac7a,llama3-8b,1,55.605948978918605,0.548
