request_id,latency,batch_size,model
40406349,3.6929958750006335,1,gpt2medium-355m
ee6f,2.72596749999866,1,gpt2medium-355m
bb97,2.7259441669993976,1,gpt2medium-355m
d389,2.725930000000517,1,gpt2medium-355m
9caaddca,6.65290370799994,7,gpt2-124m
8e1ca5e4,6.5694739999999,7,gpt2-124m
bef6f9a3,6.358447582999361,7,gpt2-124m
3b2936d7,6.0777061250009865,7,gpt2-124m
97c094d9,3.6945514580002055,7,gpt2-124m
5c88e3c6,2.963202167000418,7,gpt2-124m
dea46862,1.903045082999597,7,gpt2-124m
47d2,1.2536041249986738,7,gpt2-124m
96414c82,6.598053959001845,5,distilgpt2-124m
f23ac61a,6.14232558400181,5,distilgpt2-124m
933fb41a,5.42287008400308,5,distilgpt2-124m
5a4cac79,3.7296486250015732,5,distilgpt2-124m
8eec8093,1.4744528340015677,5,distilgpt2-124m
9142,0.9110464170007617,5,distilgpt2-124m
edf2,0.9110434169997461,5,distilgpt2-124m
f99e,0.9110415420000209,5,distilgpt2-124m
865979b9,7.917814667001949,3,gpt2-124m
be550064,5.25302608399943,3,gpt2-124m
50be261b,1.734876250000525,3,gpt2-124m
2d1c,0.9016829169995617,3,gpt2-124m
7b540496,6.080950125000527,3,distilgpt2-124m
55963b50,5.287213749998045,3,distilgpt2-124m
fa80a1de,4.609354084001097,3,distilgpt2-124m
9b9b,0.8066257089994906,3,distilgpt2-124m
4dd3a1f2,5.5557628749993455,3,gpt2-124m
47d41604,2.3575580840006296,3,gpt2-124m
0771048a,1.372203292001359,3,gpt2-124m
638b,0.9346860840014415,3,gpt2-124m
bb7b0412,5.231317041001603,4,gpt2-124m
1d71d85f,4.701837749998958,4,gpt2-124m
64b07043,4.687968207999802,4,gpt2-124m
0ddecd25,4.1504136660005315,4,gpt2-124m
3f22c3ce,29.540055499997834,16,gpt2medium-355m
120d50e8,28.903740124998876,16,gpt2medium-355m
a62d7d7c,28.077811291997932,16,gpt2medium-355m
f1095d0a,22.24775370899806,16,gpt2medium-355m
2747d309,21.542352208998636,16,gpt2medium-355m
fa2abc02,21.06543899999815,16,gpt2medium-355m
77a65306,20.197235458999785,16,gpt2medium-355m
11807362,16.90464741699907,16,gpt2medium-355m
1276dd8f,16.31986154200058,16,gpt2medium-355m
85d655d7,16.241824666998582,16,gpt2medium-355m
be4763c8,15.129968500001269,16,gpt2medium-355m
45d945ed,14.144585499998357,16,gpt2medium-355m
4eb7fc3d,13.819179334001092,16,gpt2medium-355m
62f9f5c0,12.899544291998609,16,gpt2medium-355m
009bf3e3,11.359902542000782,16,gpt2medium-355m
8ac54911,6.517475459000707,16,gpt2medium-355m
e40bfd89,13.324914625001838,10,distilgpt2-124m
2d141f76,11.424956875001953,10,distilgpt2-124m
2f3b385c,11.164144333000877,10,distilgpt2-124m
c0d3cf53,10.421421625000221,10,distilgpt2-124m
4d34a3ca,10.258698875000846,10,distilgpt2-124m
2da468c2,9.820198916000663,10,distilgpt2-124m
0da24ad9,9.561079333001544,10,distilgpt2-124m
5c022413,9.26387275000161,10,distilgpt2-124m
2226dec4,8.91065625000192,10,distilgpt2-124m
2e574ef8,8.677302791002148,10,distilgpt2-124m
80f9,1.209203416001401,10,distilgpt2-124m
1c65,1.2091992500027118,10,distilgpt2-124m
8596,1.209197000000131,10,distilgpt2-124m
c13c,1.2091950829999405,10,distilgpt2-124m
85c8,1.2091934580021189,10,distilgpt2-124m
ba78,1.209191791000194,10,distilgpt2-124m
cd241751,8.654348041000048,6,gpt2-124m
bb4aa919,7.4074208329984685,6,gpt2-124m
31e05cbf,5.835485083000094,6,gpt2-124m
bb325f3f,5.095721833000425,6,gpt2-124m
803fe2c8,4.962137749997055,6,gpt2-124m
7c0caa17,4.639005207998707,6,gpt2-124m
fe0d,1.1187156659980246,6,gpt2-124m
d91d,1.1187123749987222,6,gpt2-124m
