model_alias,batch_size,processing_time,throughput
granite-7b,1,1.3154110770265106,0.76
granite-7b,1,0.821978003019467,1.22
granite-7b,1,0.8013901359809097,1.25
granite-7b,1,0.8143209470144939,1.23
granite-7b,1,0.7997084119997453,1.25
granite-7b,1,0.8020540139987133,1.25
granite-7b,1,0.7997330710059032,1.25
granite-7b,1,0.8038672700058669,1.24
granite-7b,1,0.8033399129926693,1.24
granite-7b,1,0.8236096889886539,1.21
granite-7b,2,0.8474377259844914,2.36
granite-7b,2,0.8403014959767461,2.38
granite-7b,2,0.8298998280079104,2.41
granite-7b,2,0.8202392409730237,2.44
granite-7b,2,0.8227530680014752,2.43
granite-7b,2,0.8307602340064477,2.41
granite-7b,2,0.8247036050015595,2.43
granite-7b,2,0.8381584319868125,2.39
granite-7b,2,0.8251619309885427,2.42
granite-7b,2,0.8206757399893831,2.44
granite-7b,3,0.8077320760057773,3.71
granite-7b,3,0.8815383960027248,3.4
granite-7b,3,0.849496212991653,3.53
granite-7b,3,0.8284804169961717,3.62
granite-7b,3,0.8245901929913089,3.64
granite-7b,3,0.808420034009032,3.71
granite-7b,3,0.8541462169960141,3.51
granite-7b,3,0.861378342990065,3.48
granite-7b,3,0.8915289580181707,3.37
granite-7b,3,0.8544968639907893,3.51
granite-7b,4,0.9789302310091443,4.09
granite-7b,4,0.9323448719806038,4.29
granite-7b,4,0.9278987599827815,4.31
granite-7b,4,0.8922785079921596,4.48
granite-7b,4,0.823979843989946,4.85
granite-7b,4,0.8966245580231771,4.46
granite-7b,4,0.8606577019963879,4.65
granite-7b,4,0.8936200859898236,4.48
granite-7b,4,0.8642155719862785,4.63
granite-7b,4,0.8923189989873208,4.48
granite-7b,6,1.0866607399948407,5.52
granite-7b,6,0.8607820840261411,6.97
granite-7b,6,1.256930113013368,4.77
granite-7b,6,0.9749503839993849,6.15
granite-7b,6,0.9581978080095723,6.26
granite-7b,6,1.1533941910020076,5.2
granite-7b,6,0.8914575240050908,6.73
granite-7b,6,0.9752089089888614,6.15
granite-7b,6,0.9372759730031248,6.4
granite-7b,6,0.91912573800073,6.53
granite-7b,7,0.8938761620083824,7.83
granite-7b,7,0.8893382060050499,7.87
granite-7b,7,1.0359512340219226,6.76
granite-7b,7,0.9583328000153415,7.3
granite-7b,7,0.9445856639940757,7.41
granite-7b,7,1.0893593780056108,6.43
granite-7b,7,0.9228830190259032,7.58
granite-7b,7,0.9661886710091494,7.24
granite-7b,7,0.9539015380141791,7.34
granite-7b,7,0.9671383239910938,7.24
granite-7b,11,1.4789467539812904,7.44
granite-7b,11,1.316463332012063,8.36
granite-7b,11,1.3845184630190488,7.95
granite-7b,11,1.6973313550115563,6.48
granite-7b,11,1.3338692490069661,8.25
granite-7b,11,1.1797128829930443,9.32
granite-7b,11,1.3413415230170358,8.2
granite-7b,11,1.1090730059950147,9.92
granite-7b,11,1.3455328109848779,8.18
granite-7b,11,1.3310452079749666,8.26
granite-7b,13,2.014168236986734,6.45
granite-7b,13,1.6935497130034491,7.68
granite-7b,13,1.4099733530019876,9.22
granite-7b,13,1.4091662409773562,9.23
granite-7b,13,1.5176962609984912,8.57
granite-7b,13,2.4031321439833846,5.41
granite-7b,13,1.7230450700153597,7.54
granite-7b,13,1.410339586000191,9.22
granite-7b,13,1.3500124770216644,9.63
granite-7b,13,1.437312246998772,9.04
granite-7b,16,1.6927349020261317,9.45
granite-7b,16,2.0238380630034953,7.91
granite-7b,16,1.7232722919725347,9.28
granite-7b,16,2.378122900991002,6.73
granite-7b,16,1.457043836999219,10.98
granite-7b,16,1.6913293619873002,9.46
granite-7b,16,1.9771436029986944,8.09
granite-7b,16,1.9763782829977572,8.1
granite-7b,16,1.412771731003886,11.33
granite-7b,16,1.7283782140002586,9.26
granite-7b,23,3.207815085974289,7.17
granite-7b,23,2.0855657839856576,11.03
granite-7b,23,1.8138449499965645,12.68
granite-7b,23,1.741305976989679,13.21
granite-7b,23,1.8192021060094703,12.64
granite-7b,23,2.787176751997322,8.25
granite-7b,23,2.1220802789903246,10.84
granite-7b,23,2.089112104004016,11.01
granite-7b,23,1.8102281890169252,12.71
granite-7b,23,2.1308314819762018,10.79
granite-7b,32,3.0610512449929956,10.45
granite-7b,32,2.5783823859819677,12.41
granite-7b,32,2.8078929339826573,11.4
granite-7b,32,3.1942389250034466,10.02
granite-7b,32,2.5314995349908713,12.64
granite-7b,32,3.5278848619782366,9.07
granite-7b,32,2.2216616829973646,14.4
granite-7b,32,3.9488049400097225,8.1
