request_id,latency,batch_size,model
56566efb,12.159914125000796,5,gpt2medium-355m
6468979b,10.891158541999175,5,gpt2medium-355m
6bb78400,10.379898292001599,5,gpt2medium-355m
f65a34f1,9.716737209000712,5,gpt2medium-355m
59e51986,5.048812459001056,5,gpt2medium-355m
065a,5.030349749999004,5,gpt2medium-355m
f1fb,5.0303385840015835,5,gpt2medium-355m
325c,5.030331417001435,5,gpt2medium-355m
4dca0b20,14.406390332998853,11,gpt2-124m
85cd5e5b,14.371060582998325,11,gpt2-124m
0a654970,14.248664750000898,11,gpt2-124m
84d296cf,14.096721082998556,11,gpt2-124m
caf49c8e,12.332563666001079,11,gpt2-124m
61b51ae8,11.745518457999424,11,gpt2-124m
2d8f0390,10.89758625000104,11,gpt2-124m
e6786745,10.17858024999805,11,gpt2-124m
ea6e2fac,8.0450543750012,11,gpt2-124m
59505c93,5.2349265000011656,11,gpt2-124m
1c8910d0,3.7334747499990044,11,gpt2-124m
5fc5,2.138792082998407,11,gpt2-124m
83a3,2.138789332999295,11,gpt2-124m
1de5,2.138787374999083,11,gpt2-124m
df2d,2.1387854579988925,11,gpt2-124m
bd6f,2.138783540998702,11,gpt2-124m
99f95c9b,12.49602641599995,9,gpt2medium-355m
23f0b2d1,12.115425957999832,9,gpt2medium-355m
2e56f8ca,11.421742416001507,9,gpt2medium-355m
3c275365,8.788261625002633,9,gpt2medium-355m
cd673a77,8.319716666002932,9,gpt2medium-355m
d57e2a02,8.259121416002017,9,gpt2medium-355m
4dfa55ad,7.370002499999828,9,gpt2medium-355m
4fb9bcfb,6.582451624999521,9,gpt2medium-355m
5aec5c4f,6.318980625001132,9,gpt2medium-355m
be34,5.652010166002583,9,gpt2medium-355m
5d44,5.652007374999812,9,gpt2medium-355m
3dce,5.652005500000087,9,gpt2medium-355m
a647,5.652003875002265,9,gpt2medium-355m
5ab2,5.6520022910008265,9,gpt2medium-355m
f08a,5.652000666003005,9,gpt2medium-355m
d094,5.651998833000107,9,gpt2medium-355m
7d3b09e8,2.480156125002395,16,distilgpt2-124m
c49b91d7,2.2936311670018767,16,distilgpt2-124m
