model_alias,batch_size,processing_time,throughput
gptneo-125m,8,1.4448127240011672,5.537
gptneo-125m,8,1.1659179859998403,6.862
gptneo-125m,8,1.2563638139999966,6.368
gptneo-125m,8,1.38769005299946,5.765
gptneo-125m,16,1.6529686089997995,9.68
gptneo-125m,16,2.1012913760005176,7.614
gptneo-125m,16,1.8767874619989016,8.525
gptneo-125m,16,1.6727765050000016,9.565
gptneo-125m,16,2.073438516999886,7.717
gptneo-125m,32,2.220312763000038,14.412
gptneo-125m,32,2.708504909000112,11.815
gptneo-125m,32,2.5114475289992697,12.742
gptneo-125m,32,3.0797011370013934,10.391
gptneo-125m,32,2.660860211999534,12.026
gptneo-125m,64,4.433170090000203,14.437
gptneo-125m,64,4.724015603000225,13.548
gptneo-125m,64,5.3836522900001,11.888
gptneo-125m,64,4.616083181999784,13.865
gptneo-125m,64,5.2199578790005035,12.261
gptneo-125m,128,9.737446909999562,13.145
gptneo-125m,128,9.668845169999258,13.238
gptneo-125m,128,9.87860852599988,12.957
gptneo-125m,128,9.268177250000008,13.811
gptneo-125m,128,9.546181652000087,13.409
gptneo-125m,256,17.13851833300032,14.937
gptneo-125m,256,16.751565389999087,15.282
gptneo-125m,256,17.144009676001588,14.932
gptneo-125m,256,16.771181875001275,15.264
gptneo-125m,256,16.858776346000013,15.185
