request_id,latency,batch_size,model
8c63b931,2.887832124999477,4,gpt2-124m
d3824d10,2.7590588749990275,4,gpt2-124m
6177d2de,2.165181541999118,4,gpt2-124m
8ee21e51,1.6091277919986169,4,gpt2-124m
c4b58805,6.730034334001175,1,gpt2medium-355m
82cf,5.339910167000198,1,gpt2medium-355m
136e,5.339904875001594,1,gpt2medium-355m
1373,5.339902042000176,1,gpt2medium-355m
8670d000,6.923060708000776,3,distilgpt2-124m
232c8186,6.009669667000708,3,distilgpt2-124m
7a8fdc5c,4.572823250000511,3,distilgpt2-124m
b6a1,1.3121577080000861,3,distilgpt2-124m
e14348ce,5.708836291001717,3,gpt2-124m
401e35e7,4.248631750000641,3,gpt2-124m
c232e002,2.1334229160001996,3,gpt2-124m
89b6,0.8918633330013108,3,gpt2-124m
205ef1dc,11.044670207998934,2,distilgpt2-124m
a67dcbf4,6.537650041000234,2,distilgpt2-124m
b0d3,0.8408784579987696,2,distilgpt2-124m
9aba,0.8408591249990423,2,distilgpt2-124m
70a47412,17.903580874999534,4,gpt2medium-355m
c2c1a791,16.633019582999623,4,gpt2medium-355m
ea3574df,14.983648375000485,4,gpt2medium-355m
cffb2469,3.33893637500114,4,gpt2medium-355m
3f7d5e59,3.3120652079996944,1,gpt2medium-355m
e29b,3.2349818330003473,1,gpt2medium-355m
a43a,3.234974000000875,1,gpt2medium-355m
b2fb,3.234969082999669,1,gpt2medium-355m
b3385000,12.836546833999819,2,gpt2-124m
d8ebc5de,7.512822374999814,2,gpt2-124m
8eef,0.8251865000001999,2,gpt2-124m
5d7a,0.8251835419996496,2,gpt2-124m
40f2e00a,6.466661749998821,3,distilgpt2-124m
26650d5c,4.8702176669994515,3,distilgpt2-124m
373debcf,3.5166067919999477,3,distilgpt2-124m
28e3,0.760456999998496,3,distilgpt2-124m
d1f45a61,9.492901250001523,2,gpt2-124m
c51ad6d9,5.745363041000019,2,gpt2-124m
6af2,0.9599406249999447,2,gpt2-124m
6957,0.9599340410004515,2,gpt2-124m
