model_alias,batch_size,processing_time,throughput
granite-7b,1,1.2879500789858866,0.78
granite-7b,1,0.8082883120223414,1.24
granite-7b,1,0.8221672090003267,1.22
granite-7b,2,0.8501113649981562,2.35
granite-7b,2,0.8365093469910789,2.39
granite-7b,2,0.8312287469743751,2.41
granite-7b,2,0.818518986023264,2.44
granite-7b,2,0.8211006929923315,2.44
granite-7b,2,0.8260766830062494,2.42
granite-7b,2,0.8233165759884287,2.43
granite-7b,2,0.8345652899879497,2.4
granite-7b,2,0.823588908999227,2.43
granite-7b,2,0.8128248229913879,2.46
granite-7b,3,0.8102594120136928,3.7
granite-7b,3,0.8647945709817577,3.47
