request_id,latency,batch_size,model
c125d170,1.4815958749968559,1,gpt2-124m
8930,1.433510540984571,1,gpt2-124m
1e0a,1.433505958004389,1,gpt2-124m
8423,1.4335031249793246,1,gpt2-124m
5bb8ab0f,0.6353132500080392,1,gpt2-124m
2c15,0.5908921670052223,1,gpt2-124m
37cc,0.5908845840021968,1,gpt2-124m
81f0,0.5908803340280429,1,gpt2-124m
3bd40135,5.070064958999865,1,gpt2medium-355m
498a,5.0136209999909624,1,gpt2medium-355m
1cbd,5.013616042037029,1,gpt2medium-355m
e814,5.013613666989841,1,gpt2medium-355m
e6ed976f,5.86229054100113,2,gpt2-124m
9170ea6c,4.753586124978028,2,gpt2-124m
e719,0.8731149159721099,2,gpt2-124m
e949,0.8731114999973215,2,gpt2-124m
044825bc,4.030974499997683,2,distilgpt2-124m
4017445e,2.2065028339857236,2,distilgpt2-124m
6ac0,1.2628977090353146,2,distilgpt2-124m
7a41,1.26289466698654,2,distilgpt2-124m
b9453441,3.0454721670248546,1,gpt2medium-355m
2cdf,2.4288030830211937,1,gpt2medium-355m
94ba,2.4287998329964466,1,gpt2medium-355m
657a,2.428797749977093,1,gpt2medium-355m
a9bf6054,2.732594874978531,1,distilgpt2-124m
80cb,0.7580254999920726,1,distilgpt2-124m
94b4,0.7580222499673255,1,distilgpt2-124m
3713,0.758020207984373,1,distilgpt2-124m
bc9cf06f,0.9592875840025954,1,gpt2-124m
0c3b,0.9536055420176126,1,gpt2-124m
88c6,0.9536027500289492,1,gpt2-124m
5ff2,0.9536006670095958,1,gpt2-124m
8a4e7c30,6.327939166978467,2,gpt2medium-355m
662d8d64,3.028200042026583,2,gpt2medium-355m
4d6d,2.9658855000161566,2,gpt2medium-355m
e421,2.965878250019159,2,gpt2medium-355m
e9bb6e7a,2.878822124970611,1,gpt2-124m
07d6,0.8316699580173008,1,gpt2-124m
2ddd,0.8316665409947746,1,gpt2-124m
0202,0.8316629159962758,1,gpt2-124m
54d27d2c,2.524931415973697,1,distilgpt2-124m
2c84,0.6508944579982199,1,distilgpt2-124m
5ac3,0.6508914579753764,1,distilgpt2-124m
5130,0.6508894999860786,1,distilgpt2-124m
