request_id,latency,batch_size,model
82bee454,7.754229750000377,4,gpt2medium-355m
1a0411fd,7.554304082997987,4,gpt2medium-355m
a6430fa9,7.115841874998296,4,gpt2medium-355m
b102f75a,6.2877864580004825,4,gpt2medium-355m
a4b630f9,10.009573208000802,9,gpt2-124m
9150b414,9.787334625001677,9,gpt2-124m
580d66b8,9.486948583002231,9,gpt2-124m
dc0c67aa,8.805259958000534,9,gpt2-124m
3eacca6a,8.7277567500023,9,gpt2-124m
91719b68,7.998333292001917,9,gpt2-124m
c478f27d,6.938276583001425,9,gpt2-124m
48c13e2c,6.037525583000388,9,gpt2-124m
dfd21032,3.376339166999969,9,gpt2-124m
9297,1.8754167500010226,9,gpt2-124m
8b09,1.8754125830018893,9,gpt2-124m
c81c,1.8754099580000911,9,gpt2-124m
5433,1.8754080420003447,9,gpt2-124m
f73d,1.875406250001106,9,gpt2-124m
efdc,1.8754046249996463,9,gpt2-124m
ef77,1.875402749999921,9,gpt2-124m
290d74aa,11.148303083999053,5,distilgpt2-124m
4758e0f6,11.103096250000817,5,distilgpt2-124m
cbec341e,10.429157624999789,5,distilgpt2-124m
ba81222c,8.73555425000086,5,distilgpt2-124m
d480a6fd,6.476180834000843,5,distilgpt2-124m
8d1d,0.8803648339999199,5,distilgpt2-124m
21f1,0.8803619169993908,5,distilgpt2-124m
b371,0.880360125000152,5,distilgpt2-124m
477e8e59,8.7942452089992,5,gpt2medium-355m
1861780a,8.089233292001154,5,gpt2medium-355m
4142ebdb,7.613534042000538,5,gpt2medium-355m
82035f12,6.744892541999434,5,gpt2medium-355m
92bb38ca,3.452892792000057,5,gpt2medium-355m
d56e,3.379477958998905,5,gpt2medium-355m
3798,3.379458416999114,5,gpt2medium-355m
557a,3.379446209000889,5,gpt2medium-355m
71da6fc4,7.176427708000119,6,gpt2medium-355m
dc236a52,7.099773791996995,6,gpt2medium-355m
2677e0ef,5.989239708000241,6,gpt2medium-355m
eb570dcc,5.005882416997338,6,gpt2medium-355m
0a6729cc,4.677875999997923,6,gpt2medium-355m
35a63f10,3.756689332996757,6,gpt2medium-355m
e229,3.673966582999128,6,gpt2medium-355m
8778,3.673962582997774,6,gpt2medium-355m
4b631804,11.326412334001361,8,distilgpt2-124m
5c6aa72d,10.529783334000967,8,distilgpt2-124m
ae63aac0,9.852275624998583,8,distilgpt2-124m
5c0148eb,4.081026333999034,8,distilgpt2-124m
511830bf,2.186017833999358,8,distilgpt2-124m
c28d27da,1.9256982090009842,8,distilgpt2-124m
1b532fd6,1.1841287499992177,8,distilgpt2-124m
560cb8eb,1.0220798750015092,8,distilgpt2-124m
99d447c2,12.939472209000087,8,gpt2-124m
e417ca93,11.074364667001646,8,gpt2-124m
915c0a0f,7.881416250002076,8,gpt2-124m
11303af7,6.8954040000026,8,gpt2-124m
d1311cfc,4.86608441700082,8,gpt2-124m
ac203f04,4.338313042000664,8,gpt2-124m
e89f2999,4.324844959002803,8,gpt2-124m
56816cd8,3.7851781670033233,8,gpt2-124m
26041e9f,12.290446916998917,2,gpt2medium-355m
0660f72d,7.455326874998718,2,gpt2medium-355m
dac3,2.432571334000386,2,gpt2medium-355m
3605,2.4325504589978664,2,gpt2medium-355m
190e1110,10.48151812499782,7,distilgpt2-124m
c72f44e7,10.222586957999738,7,distilgpt2-124m
6529b34a,9.926471040998877,7,distilgpt2-124m
a9439ee4,9.574066875000426,7,distilgpt2-124m
d32b43f4,9.340490165999654,7,distilgpt2-124m
5a2dfefd,6.069392124998558,7,distilgpt2-124m
9cc4388c,5.452266332998988,7,distilgpt2-124m
8bee,0.8317693749995669,7,distilgpt2-124m
e684ba2d,9.309953749998385,6,gpt2-124m
126b48f1,8.060871999998199,6,gpt2-124m
06317738,6.486227500001405,6,gpt2-124m
b220434c,5.7474303749986575,6,gpt2-124m
e108acc9,5.615110540999012,6,gpt2-124m
6e2a23cf,5.287419915999635,6,gpt2-124m
7a63,1.1132482909997634,6,gpt2-124m
18d8,1.1132448749995092,6,gpt2-124m
