model_alias,batch_size,processing_time,throughput
gpt2-124m,1,0.700489522976568,1.428
gpt2-124m,1,0.24009329100954346,4.165
gpt2-124m,1,0.23507216802681796,4.254
gpt2-124m,1,0.23422640698845498,4.269
gpt2-124m,1,0.23478043099748902,4.259
gpt2-124m,1,0.23471553801209666,4.26
gpt2-124m,2,0.26892315901932307,7.437
gpt2-124m,2,0.26554783998290077,7.532
gpt2-124m,2,0.26633767900057137,7.509
gpt2-124m,4,0.2700228949834127,14.814
gpt2-124m,4,0.25826672901166603,15.488
gpt2-124m,4,0.2769736420013942,14.442
gpt2-124m,8,0.2741972339863423,29.176
gpt2-124m,8,0.27191770100034773,29.421
gpt2-124m,8,0.2689382399839815,29.747
gpt2-124m,16,0.27105592100997455,59.028
gpt2-124m,16,0.2775406099972315,57.649
gpt2-124m,16,0.27580269100144506,58.012
gpt2-124m,32,0.302884056000039,105.651
gpt2-124m,32,0.30084475700277835,106.367
gpt2-124m,32,0.29926482401788235,106.929
gpt2-124m,64,0.3257058879826218,196.496
gpt2-124m,64,0.32695591601077467,195.745
gpt2-124m,64,0.3296992729883641,194.116
gpt2-124m,128,0.43158549899817444,296.581
gpt2-124m,128,0.43108994999784045,296.922
gpt2-124m,128,0.4145871789951343,308.741
gpt2-124m,256,0.6670477839943487,383.781
gpt2-124m,256,0.7114517290028743,359.828
gpt2-124m,256,0.7192835900059436,355.91
gpt2-124m,512,1.2928171460225713,396.034
gpt2-124m,512,1.292307597992476,396.191
gpt2-124m,512,1.2959395999787375,395.08
gpt2-124m,1024,2.435525918001076,420.443
gpt2-124m,1024,2.436937627993757,420.2
gpt2-124m,1024,2.439312461996451,419.79
