request_id,latency,batch_size,model
8b5d6b8a,0.4774471250020724,1,gpt2-124m
6c97460e,0.4157515840015549,1,gpt2-124m
08ab089e,0.4619071660017653,1,gpt2-124m
abc78c35,2.4066183750001073,1,gpt2medium-355m
d8e8c514,2.5413720830001694,1,gpt2-124m
60b6b39c,1.9924330829999235,1,gpt2medium-355m
3688d875,4.094919957999082,3,distilgpt2-124m
19def686,3.485209833001136,3,distilgpt2-124m
c76f120a,2.52627137500167,3,distilgpt2-124m
3082,0.925511125002231,3,distilgpt2-124m
16b1e026,2.382380541999737,2,gpt2-124m
3727cce6,1.4080534169988823,2,gpt2-124m
52881326,5.229461250000895,2,gpt2medium-355m
c0005759,4.128779750000831,2,gpt2medium-355m
126ad0d5,3.92736637499911,2,distilgpt2-124m
831274da,0.9224327910014836,2,distilgpt2-124m
69197691,3.641119374999107,2,gpt2-124m
7e88f27e,2.4420581250014948,2,gpt2-124m
420e3355,0.42684983300205204,1,gpt2-124m
3f8fac87,1.4133907919967896,1,gpt2medium-355m
137683df,1.7155600000005506,1,gpt2medium-355m
d26626ac,3.4420000829995843,2,gpt2medium-355m
75d34e6c,2.2852024169988,2,gpt2medium-355m
e92cf0ac,1.7841818749984668,2,distilgpt2-124m
eea62178,0.7233819159991981,2,distilgpt2-124m
aec71bfb,2.854851708001661,1,gpt2-124m
72ef5ec8,0.8464797500018904,1,distilgpt2-124m
e76f1cc8,1.3058721250017697,1,gpt2-124m
