request_id,latency,batch_size,model
34d6b690,1.1091446669997822,1,gpt2-124m
0da82b1b,12.16416237500016,8,gpt2-124m
8c7d72ac,11.770169542000076,8,gpt2-124m
d1b7c52e,11.396527416996832,8,gpt2-124m
4339bdf3,8.217750499999966,8,gpt2-124m
f7f75620,7.241405708999082,8,gpt2-124m
890461e0,5.830833291998715,8,gpt2-124m
7fb6b432,4.630116083997564,8,gpt2-124m
7dd6cb14,1.0793912089975493,8,gpt2-124m
da9fdbe1,19.87835295900004,8,gpt2medium-355m
f63525a9,17.600686666999536,8,gpt2medium-355m
acdc1409,16.75257912500092,8,gpt2medium-355m
908436f2,15.650406584001757,8,gpt2medium-355m
5bde7ae4,7.881874041999254,8,gpt2medium-355m
52e03106,6.939266792000126,8,gpt2medium-355m
e4a138ab,6.306840166998882,8,gpt2medium-355m
cd5c6ddc,5.148685874999501,8,gpt2medium-355m
96c314db,19.793660499999532,8,distilgpt2-124m
a53fb77b,19.1823383330011,8,distilgpt2-124m
ee701d58,18.221791457999643,8,distilgpt2-124m
c67a40c5,15.965117540999927,8,distilgpt2-124m
14a5a2f4,12.956263000000035,8,distilgpt2-124m
7dca8b10,5.049145290999149,8,distilgpt2-124m
d6297607,3.988301749999664,8,distilgpt2-124m
3eb74ffd,3.086156082998059,8,distilgpt2-124m
