request_id,latency,batch_size,model
1a897ff9,5.5308725830000185,3,gpt2-124m
a92ca6da,3.053959791000125,3,gpt2-124m
7b7b21dd,1.87412679100089,3,gpt2-124m
d5f6,0.7623550830003296,3,gpt2-124m
baa2afee,4.856207333999919,1,gpt2medium-355m
5b8e,2.688620042000366,1,gpt2medium-355m
56fe,2.6886169999997946,1,gpt2medium-355m
085b,2.6886146249999,1,gpt2medium-355m
50002c6b,3.6292989579997084,1,gpt2medium-355m
d1cf,2.2426078329999655,1,gpt2medium-355m
9641,2.2425898330002383,1,gpt2medium-355m
5b2a,2.242577832999814,1,gpt2medium-355m
1ff1ecd6,7.914403540999956,3,distilgpt2-124m
9abd3008,6.088757665999765,3,distilgpt2-124m
6a87e568,3.21331920800003,3,distilgpt2-124m
a0a9,0.6526067909999256,3,distilgpt2-124m
d5ff45f5,7.376460583000153,2,gpt2medium-355m
dbb936e8,4.0798053329999675,2,gpt2medium-355m
2a63,2.7102872079994995,2,gpt2medium-355m
3c69,2.7102685829995607,2,gpt2medium-355m
8ced003a,16.416029916999832,3,gpt2-124m
f3aa6b62,6.902518708000571,3,gpt2-124m
b29ba182,3.980623958000251,3,gpt2-124m
7c06,0.8848138330004076,3,gpt2-124m
b88ebb6e,6.276761082999656,1,distilgpt2-124m
9481,0.5902886659996511,1,distilgpt2-124m
765c,0.5902701659997547,1,distilgpt2-124m
933e,0.5902583329998379,1,distilgpt2-124m
cf644ea3,5.659164333999797,2,gpt2-124m
ceaf8018,2.062465166999573,2,gpt2-124m
994f,0.8224439590003385,2,gpt2-124m
7db5,0.8224354590001894,2,gpt2-124m
3f0f408a,6.263113875000272,1,distilgpt2-124m
d378,0.5604115830001319,1,distilgpt2-124m
b8fc,0.5603890830007003,1,distilgpt2-124m
bcca,0.5603747909999583,1,distilgpt2-124m
