request_id,model,batch_size,latency,throughput
ff5b3722,llama3-8b,1,14.522432995960116,0.411
6970c8ef,llama3-8b,1,4.546277633053251,0.547
accd158b,granite-7b,1,17.17007540294435,0.611
0b0699c7,gemma-7b,1,34.774433614104055,0.555
9f18c55a,llama3-8b,1,56.33643076592125,0.535
