request_id,latency,batch_size,model
80c08f1c,3.101181166999595,3,gpt2medium-355m
3e7ffcbb,2.896040458999778,3,gpt2medium-355m
02c40bae,2.86835012499796,3,gpt2medium-355m
76ee,2.861949124999228,3,gpt2medium-355m
4d45163b,2.8945047500019427,4,gpt2-124m
f90f4a93,2.842475707999256,4,gpt2-124m
1c83ad96,2.048516667000513,4,gpt2-124m
8980dd0d,1.3285864999998012,4,gpt2-124m
7c734695,4.685500583000248,4,distilgpt2-124m
09f0d39f,4.557519415997376,4,distilgpt2-124m
01cadd97,4.522608249997575,4,distilgpt2-124m
7a0e4932,3.3319267080005375,4,distilgpt2-124m
c89a160e,8.073578332998295,3,gpt2medium-355m
55091ef5,3.408254041998589,3,gpt2medium-355m
736b1d9c,2.8436346249982307,3,gpt2medium-355m
8013,2.8177685829978145,3,gpt2medium-355m
4d20e303,6.6839749999999185,4,distilgpt2-124m
fc4f7678,1.9350296250013344,4,distilgpt2-124m
e1ec93fd,1.2977743750016089,4,distilgpt2-124m
2c8e1ffe,0.7560977499997534,4,distilgpt2-124m
a796eb72,6.551598333000584,4,gpt2medium-355m
ca50cbab,5.857113707999815,4,gpt2medium-355m
2d26becd,3.223575833002542,4,gpt2medium-355m
8e5a090a,2.7533492910006316,4,gpt2medium-355m
50dd1616,4.7411535829996865,1,gpt2medium-355m
898a30d5,3.9528040000004694,1,gpt2medium-355m
57e6aff0,3.6905069579988776,1,gpt2medium-355m
a8b2a06d,2.9547282499988796,1,gpt2medium-355m
c18edff6,4.44353391599725,4,gpt2-124m
cd323084,2.8192336249994696,4,gpt2-124m
fd997979,2.397133832997497,4,gpt2-124m
34d684eb,2.3845821659997455,4,gpt2-124m
7c900e5f,2.4120318749992293,4,gpt2-124m
c240edf1,1.868490082997596,4,distilgpt2-124m
eeb1265c,1.5198398329994234,4,distilgpt2-124m
a94a848a,1.3125624579988653,4,distilgpt2-124m
e3698ac1,1.0738815829972737,4,distilgpt2-124m
