request_id,model,batch_size,latency,throughput
3edc9e53,llama3-8b,1,14.328332826960832,0.4
e143922d,llama3-8b,1,4.333717703004368,0.548
6b1145e5,granite-7b,1,16.84095069207251,0.636
222f33e2,gemma-7b,1,33.70328560506459,0.563
4100dd34,llama3-8b,1,54.011697178008035,0.556
