request_id,latency,batch_size,model
fbc6a32b,4.120887416000187,2,gpt2-124m
a4bef88c,1.6431339160008065,2,gpt2-124m
1529,0.7307287500007078,2,gpt2-124m
5635,0.7307201660005376,2,gpt2-124m
92060b6b,5.046132999999827,1,gpt2medium-355m
3a5d,4.28923904200019,1,gpt2medium-355m
d975,4.289235707999978,1,gpt2medium-355m
95c2,4.289233499999682,1,gpt2medium-355m
4f126ee0,5.769614332999481,2,gpt2-124m
dad79357,4.66055383299954,2,gpt2-124m
4788,0.7984820000001491,2,gpt2-124m
1ef4,0.7984787909999795,2,gpt2-124m
f8dc2551,2.604133083999841,1,gpt2medium-355m
8785,2.5263472090000505,1,gpt2medium-355m
cbff,2.526337209000303,1,gpt2medium-355m
7086,2.526330833999964,1,gpt2medium-355m
1704de7c,7.181999958000233,3,distilgpt2-124m
76a66dc4,5.357321250000496,3,distilgpt2-124m
57b8ac43,2.4847026659999756,3,distilgpt2-124m
75a8,0.9457900830002473,3,distilgpt2-124m
30badfe2,5.989276041999801,2,gpt2medium-355m
09093887,2.690062458000284,2,gpt2medium-355m
753d,2.6758955420000348,2,gpt2medium-355m
8d11,2.6758866669997587,2,gpt2medium-355m
440fd9a7,5.5586224170001515,2,gpt2-124m
f060b78a,2.640621125000507,2,gpt2-124m
4b22,0.9286943750003047,2,gpt2-124m
36c5,0.9286915419997968,2,gpt2-124m
12c6fe5d,4.858040000000074,1,distilgpt2-124m
3e95,0.6132175000002462,1,distilgpt2-124m
a403,0.6131973339997785,1,distilgpt2-124m
f1ab,0.6131842089998827,1,distilgpt2-124m
