model_alias,batch_size,processing_time,throughput
granite-7b,1,1.189306458021747,0.84
granite-7b,1,0.8211524949874729,1.22
granite-7b,1,0.8165881170134526,1.22
granite-7b,1,0.8039955220010597,1.24
granite-7b,1,0.8096487020084169,1.24
granite-7b,1,0.817259080009535,1.22
granite-7b,1,0.7969414129911456,1.25
granite-7b,1,0.8108073050098028,1.23
granite-7b,1,0.7960293710057158,1.26
granite-7b,1,0.8219354329921771,1.22
granite-7b,2,0.8217632000159938,2.43
granite-7b,2,0.8253780060040299,2.42
granite-7b,2,0.7860467479913495,2.54
granite-7b,2,0.8051729389990214,2.48
granite-7b,2,0.8270801389880944,2.42
granite-7b,2,0.8093254269915633,2.47
granite-7b,2,0.8133312259742524,2.46
granite-7b,2,0.8307290380180348,2.41
granite-7b,2,0.8114912290184293,2.46
granite-7b,2,0.7760443279985338,2.58
granite-7b,3,0.7931954380183015,3.78
granite-7b,3,0.8937484500056598,3.36
granite-7b,3,0.8334041069902014,3.6
granite-7b,3,0.8481601369858254,3.54
granite-7b,3,0.843516519991681,3.56
granite-7b,3,0.8185138370026834,3.67
granite-7b,3,0.8744942469929811,3.43
granite-7b,3,0.8505542580096517,3.53
granite-7b,3,0.8830675280187279,3.4
granite-7b,3,0.8382988559897058,3.58
granite-7b,4,0.9654433719988447,4.14
granite-7b,4,0.9603813499852549,4.17
granite-7b,4,0.915490574989235,4.37
granite-7b,4,0.8802440779982135,4.54
granite-7b,4,0.8138538710190915,4.91
granite-7b,4,0.920498855994083,4.35
granite-7b,4,0.893522185011534,4.48
granite-7b,4,0.8849571050086524,4.52
granite-7b,4,0.8521802620089147,4.69
granite-7b,4,0.8833555619930848,4.53
granite-7b,6,1.077116715023294,5.57
granite-7b,6,0.8583268589864019,6.99
granite-7b,6,1.2472953269898426,4.81
granite-7b,6,0.9644261070061475,6.22
granite-7b,6,0.951980222016573,6.3
granite-7b,6,1.1452460559958126,5.24
granite-7b,6,0.8822946969885379,6.8
granite-7b,6,0.9615668470214587,6.24
granite-7b,6,0.9307639720209409,6.45
granite-7b,6,0.9154095049889293,6.55
granite-7b,7,0.888119679002557,7.88
granite-7b,7,0.8838140890002251,7.92
granite-7b,7,1.0375040560029447,6.75
granite-7b,7,0.9533206500054803,7.34
granite-7b,7,0.9238054739835206,7.58
granite-7b,7,1.08625982599915,6.44
granite-7b,7,0.9178769990103319,7.63
granite-7b,7,0.9748227420204785,7.18
granite-7b,7,0.9546297979832161,7.33
granite-7b,7,0.9667320380103774,7.24
granite-7b,8,1.0946189740207046,7.31
granite-7b,8,1.2369303610175848,6.47
granite-7b,8,1.107936011016136,7.22
granite-7b,8,1.1681908709870186,6.85
granite-7b,8,1.0965923510084394,7.3
granite-7b,8,1.3345237670000643,5.99
granite-7b,8,1.113459579006303,7.18
granite-7b,8,0.9634022210084368,8.3
granite-7b,8,1.1230635030078702,7.12
granite-7b,8,1.1272809429792687,7.1
granite-7b,11,1.3501504979794845,8.15
granite-7b,11,1.348016876989277,8.16
granite-7b,11,1.3341206100012641,8.25
granite-7b,11,1.8696019850031007,5.88
granite-7b,11,1.5578898880048655,7.06
granite-7b,11,1.3456687949947082,8.17
granite-7b,11,1.3480568280210719,8.16
granite-7b,11,1.3571325369994156,8.11
granite-7b,11,1.478978786006337,7.44
granite-7b,11,2.2452237760007847,4.9
granite-7b,13,1.7103892000159249,7.6
granite-7b,13,1.4008845229982398,9.28
granite-7b,13,1.469161837012507,8.85
granite-7b,13,1.2305433109868318,10.56
granite-7b,13,1.500558900006581,8.66
granite-7b,13,1.7672211320023052,7.36
granite-7b,13,1.3123457540059462,9.91
granite-7b,13,1.5068538489867933,8.63
granite-7b,13,2.1241222560056485,6.12
granite-7b,13,1.3485328249807935,9.64
granite-7b,16,1.6852987360034604,9.49
granite-7b,16,1.9647283180092927,8.14
