request_id,latency,batch_size,model
bfa3a43b,9.659892584000772,5,gpt2medium-355m
96950ad9,9.396753334000095,5,gpt2medium-355m
94c583e7,8.885237709000648,5,gpt2medium-355m
70e0176e,8.221606667000742,5,gpt2medium-355m
750c4015,3.553085125000507,5,gpt2medium-355m
0e33,3.484301250002318,5,gpt2medium-355m
5d67,3.4842742500004533,5,gpt2medium-355m
b8b9,3.4842574169997533,5,gpt2medium-355m
19f35657,13.013161250000849,11,gpt2-124m
40e899f4,12.875156333000632,11,gpt2-124m
ac4f2132,12.63543066600323,11,gpt2-124m
348322a7,12.56304537500182,11,gpt2-124m
21f5fecf,11.604438500002288,11,gpt2-124m
90bf9f2f,11.017192000002979,11,gpt2-124m
e34caca8,10.16904520800017,11,gpt2-124m
4b523eea,9.447341291001067,11,gpt2-124m
b531a808,7.314967875001457,11,gpt2-124m
47bbd3e6,4.505256541000563,11,gpt2-124m
c6778c50,3.0041971250029746,11,gpt2-124m
a413,1.9645656660031818,11,gpt2-124m
d29f,1.9645450000025448,11,gpt2-124m
dcb7,1.9645319160008512,11,gpt2-124m
c318,1.9645207910034514,11,gpt2-124m
c0d3,1.9645100410016312,11,gpt2-124m
8cbb7905,14.118071208999027,8,distilgpt2-124m
f7e62439,13.852699125000072,8,distilgpt2-124m
2cdcdc6a,13.273893249999674,8,distilgpt2-124m
f949cd29,11.913449458999821,8,distilgpt2-124m
55fde384,10.106964999999036,8,distilgpt2-124m
28f6b2e2,5.3604502089983725,8,distilgpt2-124m
ce20ec23,4.723523000000569,8,distilgpt2-124m
96841158,4.181187250000221,8,distilgpt2-124m
822d92ac,13.711059124998428,10,gpt2medium-355m
58ca68e6,13.330703124996944,10,gpt2medium-355m
4335c406,12.636232624998229,10,gpt2medium-355m
a22603d8,10.000090166999144,10,gpt2medium-355m
2524a5c0,9.534650291996513,10,gpt2medium-355m
f8ae384f,9.473412332998123,10,gpt2medium-355m
24bd99bb,8.583368083000096,10,gpt2medium-355m
93c8a37a,7.796336457999132,10,gpt2medium-355m
183e2e8f,7.533265916998062,10,gpt2medium-355m
af6ea9f7,6.797400542000105,10,gpt2medium-355m
5dac,6.602992291998817,10,gpt2medium-355m
86c5,6.60298920799687,10,gpt2medium-355m
6552,6.602987291997124,10,gpt2medium-355m
808b,6.602985582998372,10,gpt2medium-355m
b052,6.602984041997843,10,gpt2medium-355m
49e2,6.602982374999556,10,gpt2medium-355m
78e213d2,13.076926875000936,13,gpt2-124m
29fe22b0,12.286610541999835,13,gpt2-124m
c715c2e5,10.662369708999904,13,gpt2-124m
61af7a7d,10.240110417002143,13,gpt2-124m
0abd0d46,10.228497667001648,13,gpt2-124m
230013c1,9.796249375001935,13,gpt2-124m
84114b0a,6.3747883750002075,13,gpt2-124m
6297f8fc,5.376367208999,13,gpt2-124m
f92bf613,4.11557570900186,13,gpt2-124m
f8d6b970,3.5222979169993778,13,gpt2-124m
801e99ba,3.4132155000006605,13,gpt2-124m
c037aaac,3.1545133340005123,13,gpt2-124m
b13c31c6,2.0900262920004025,13,gpt2-124m
601e,1.9975779589985905,13,gpt2-124m
df0f,1.997574666998844,13,gpt2-124m
b17f,1.9975726670018048,13,gpt2-124m
359fb0e9,12.391486083000927,14,distilgpt2-124m
182294ea,10.873640333000367,14,distilgpt2-124m
c762dc67,10.665886666000006,14,distilgpt2-124m
5658e5d2,10.072031291001622,14,distilgpt2-124m
d87d47da,9.94296150000082,14,distilgpt2-124m
eb1b79c3,9.592658000001393,14,distilgpt2-124m
2c323aa6,9.38531170799979,14,distilgpt2-124m
a5f0bd12,9.147739875003026,14,distilgpt2-124m
50167487,8.865475708000304,14,distilgpt2-124m
63e1fd41,8.679040582999733,14,distilgpt2-124m
ec15aa78,6.063635208000051,14,distilgpt2-124m
6155eeb4,5.56965645800301,14,distilgpt2-124m
fce77c5b,2.806800624999596,14,distilgpt2-124m
3e7767e4,1.9821313749998808,14,distilgpt2-124m
1309,1.1926265830006741,14,distilgpt2-124m
6132,1.19262350000281,14,distilgpt2-124m
3323a33a,15.81173808299718,6,gpt2medium-355m
082301d7,11.939816707999853,6,gpt2medium-355m
45bdb1d5,8.190935915998125,6,gpt2medium-355m
184d9bb2,7.540328666000278,6,gpt2medium-355m
0f52c083,6.334736665998207,6,gpt2medium-355m
5f64084d,5.61318616599965,6,gpt2medium-355m
920c,4.014771250000194,6,gpt2medium-355m
e46e,4.014768040997296,6,gpt2medium-355m
19d2c60e,16.887572499999806,5,gpt2-124m
960e8ba9,16.108013500001107,5,gpt2-124m
2b25b3d3,15.42083512499812,5,gpt2-124m
af114e5b,14.568283790998976,5,gpt2-124m
09de894f,13.951378957997804,5,gpt2-124m
f18e,1.533028457997716,5,gpt2-124m
3b16,1.533008415997756,5,gpt2-124m
3751,1.5329961249990447,5,gpt2-124m
9eb71c15,14.867850957998598,2,distilgpt2-124m
46d0bb30,14.15038516599816,2,distilgpt2-124m
c898,0.567002332998527,2,distilgpt2-124m
6bda,0.5669779159979953,2,distilgpt2-124m
